"","db","query","superkingdom"
"83","ncbi","Aspergillus parasiticus","Eukaryota"
"84","ncbi","Aspergillus pseudonomius","Eukaryota"
"85","ncbi","Aspergillus sojae","Eukaryota"
"86","ncbi","Aspergillus subolivaceus","Eukaryota"
"87","ncbi","Aspergillus tamarii","Eukaryota"
"88","ncbi","Aspergillus terreus","Eukaryota"
"89","ncbi","Aspergillus terricola","Eukaryota"
"90","ncbi","Aspergillus thomii","Eukaryota"
"91","ncbi","Aspergillus tubingensis","Eukaryota"
"92","ncbi","Aspergillus ustus","Eukaryota"
"93","ncbi","Aspergillus westerdijkiae","Eukaryota"
"94","ncbi","Asplenium nidus","Eukaryota"
"95","ncbi","Atherosperma moschatum","Eukaryota"
"96","ncbi","Atractylodes lancea","Eukaryota"
"97","ncbi","Atrichum angustatum","Eukaryota"
"98","ncbi","Austrobaileya scandens","Eukaryota"
"99","ncbi","Auxenochlorella protothecoides","Eukaryota"
"100","ncbi","Auxenochlorella pyrenoidosa","Eukaryota"
"101","ncbi","Avena sativa","Eukaryota"
"102","ncbi","Azadirachta indica","Eukaryota"
"103","ncbi","Azolla filiculoides","Eukaryota"
"104","ncbi","Azolla pinnata","Eukaryota"
"105","ncbi","Babesia bovis","Eukaryota"
"106","ncbi","Babesia divergens","Eukaryota"
"107","ncbi","Babesia orientalis","Eukaryota"
"108","ncbi","Balanophora japonica","Eukaryota"
"109","ncbi","Bangia fuscopurpurea","Eukaryota"
"110","ncbi","Bankia setacea","Eukaryota"
"111","ncbi","Bartramia pomiformis","Eukaryota"
"112","ncbi","Batis maritima","Eukaryota"
"113","ncbi","BCf9-17 termite",NA
"114","ncbi","BD1-7 clade","Bacteria"
"115","ncbi","Bdelloura candida","Eukaryota"
"116","ncbi","Beauveria bassiana","Eukaryota"
"117","ncbi","Beauveria malawiensis","Eukaryota"
"118","ncbi","Beauveria pseudobassiana","Eukaryota"
"119","ncbi","benzene mineralizing",NA
"120","ncbi","Berberis bealei","Eukaryota"
"121","ncbi","Berkeleya fennica","Eukaryota"
"122","ncbi","Beta macrocarpa","Eukaryota"
"123","ncbi","Beta vulgaris","Eukaryota"
"124","ncbi","Betula platyphylla","Eukaryota"
"125","ncbi","Bienertia sinuspersici","Eukaryota"
"126","ncbi","bioreactor sludge",NA
"127","ncbi","Bituminaria bituminosa","Eukaryota"
"128","ncbi","Bixa orellana","Eukaryota"
"129","ncbi","Blvii28 wastewater-sludge",NA
"130","ncbi","Bouteloua dactyloides","Eukaryota"
"131","ncbi","Brachypodium distachyon","Eukaryota"
"132","ncbi","Brachythecium rivulare","Eukaryota"
"133","ncbi","Brasenia schreberi","Eukaryota"
"134","ncbi","Brassica carinata","Eukaryota"
"135","ncbi","Brassica juncea","Eukaryota"
"136","ncbi","Brassica napus","Eukaryota"
"137","ncbi","Brassica nigra","Eukaryota"
"138","ncbi","Brassica oleracea","Eukaryota"
"139","ncbi","Brassica rapa","Eukaryota"
"140","ncbi","Bremia lactucae","Eukaryota"
"141","ncbi","Bromus tectorum","Eukaryota"
"142","ncbi","Bryoandersonia illecebra","Eukaryota"
"143","ncbi","Bryoria tenuis","Eukaryota"
"144","ncbi","Bryum argenteum","Eukaryota"
"145","ncbi","Bucklandiella orthotrichacea","Eukaryota"
"146","ncbi","Buxbaumia aphylla","Eukaryota"
"147","ncbi","Cairneyella variabilis","Eukaryota"
"148","ncbi","Cajanus cajan","Eukaryota"
"149","ncbi","Caldora VP642b",NA
"150","ncbi","Calliarthron tuberculosum","Eukaryota"
"151","ncbi","Calophyllum inophyllum","Eukaryota"
"152","ncbi","Calotropis procera","Eukaryota"
"153","ncbi","Calycanthus floridus","Eukaryota"
"154","ncbi","Calypogeia muelleriana","Eukaryota"
"155","ncbi","Camelina sativa","Eukaryota"
"156","ncbi","Camellia oleifera","Eukaryota"
"157","ncbi","Camellia sinensis","Eukaryota"
"158","ncbi","Cananga odorata","Eukaryota"
"159","ncbi","Canella winterana","Eukaryota"
"160","ncbi","Cannabis sativa","Eukaryota"
"161","ncbi","Capra hircus","Eukaryota"
"162","ncbi","Capsicum annuum","Eukaryota"
"163","ncbi","Carica papaya","Eukaryota"
"164","ncbi","Carludovica palmata","Eukaryota"
"165","ncbi","Cassytha filiformis","Eukaryota"
"166","ncbi","Castilleja paramensis","Eukaryota"
"167","ncbi","Catharanthus roseus","Eukaryota"
"168","ncbi","Cenchrus americanus","Eukaryota"
"169","ncbi","Cephalothrix SAG",NA
"170","ncbi","Cephalotus follicularis","Eukaryota"
"171","ncbi","Ceramium japonicum","Eukaryota"
"172","ncbi","Ceratophyllum demersum","Eukaryota"
"173","ncbi","Ceratophyllum submersum","Eukaryota"
"174","ncbi","Chaetosphaeridium globosum","Eukaryota"
"175","ncbi","Chakia 8",NA
"176","ncbi","Chalicogloea CCALA",NA
"177","ncbi","Chara vulgaris","Eukaryota"
"178","ncbi","Cheilotheca macrocarpa","Eukaryota"
"179","ncbi","Chenopodium pallidicaule","Eukaryota"
"180","ncbi","Chenopodium quinoa","Eukaryota"
"181","ncbi","Cherax quadricarinatus","Eukaryota"
"182","ncbi","Chimonanthus praecox","Eukaryota"
"183","ncbi","Chionoloma tenuirostre","Eukaryota"
"184","ncbi","Chloranthus multistachys","Eukaryota"
"185","ncbi","Chlorella sorokiniana","Eukaryota"
"186","ncbi","Chlorokybus atmophyticus","Eukaryota"
"187","ncbi","Chondrus crispus","Eukaryota"
"188","ncbi","Choreocolax polysiphoniae","Eukaryota"
"189","ncbi","Chorispora bungeana","Eukaryota"
"190","ncbi","Christensenellaceae R-7",NA
"191","ncbi","Chrysobalanus icaco","Eukaryota"
"192","ncbi","Chrysosporum KA1.1",NA
"193","ncbi","Cicer arietinum","Eukaryota"
"194","ncbi","Cinnamodendron ekmanii","Eukaryota"
"195","ncbi","Cinnamomum camphora","Eukaryota"
"196","ncbi","Cissampelos pareira","Eukaryota"
"197","ncbi","Citrullus lanatus","Eukaryota"
"198","ncbi","Citrus maxima","Eukaryota"
"199","ncbi","Citrus medica","Eukaryota"
"200","ncbi","Citrus trifoliata","Eukaryota"
"201","ncbi","Citrus x",NA
"202","ncbi","CL500-29 marine",NA
"203","ncbi","Clade Ia",NA
"204","ncbi","Clade Ib",NA
"205","ncbi","Cladophialophora bantiana","Eukaryota"
"206","ncbi","Cladosiphon okamuranus","Eukaryota"
"207","ncbi","Climacium americanum","Eukaryota"
"208","ncbi","Closterium baillyanum","Eukaryota"
"209","ncbi","Coccocarpia palmicola","Eukaryota"
"210","ncbi","Cocculus trilobus","Eukaryota"
"211","ncbi","Codriophorus aciculare","Eukaryota"
"212","ncbi","Codriophorus laevigatus","Eukaryota"
"213","ncbi","Codriophorus varius","Eukaryota"
"214","ncbi","Coeloseira compressa","Eukaryota"
"215","ncbi","Colletotrichum acutatum","Eukaryota"
"216","ncbi","Colletotrichum aenigma","Eukaryota"
"217","ncbi","Colletotrichum fioriniae","Eukaryota"
"218","ncbi","Colletotrichum fructicola","Eukaryota"
"219","ncbi","Colletotrichum gloeosporioides","Eukaryota"
"220","ncbi","Colletotrichum lindemuthianum","Eukaryota"
"221","ncbi","Colletotrichum lupini","Eukaryota"
"222","ncbi","Colletotrichum siamense","Eukaryota"
"223","ncbi","Colletotrichum tamarilloi","Eukaryota"
"224","ncbi","Colobanthus quitensis","Eukaryota"
"225","ncbi","Colubraria reticulata","Eukaryota"
"226","ncbi","Cordyceps brongniartii","Eukaryota"
"227","ncbi","Cordyceps militaris","Eukaryota"
"228","ncbi","Coriobacteriaceae UCG-002",NA
"229","ncbi","Coriobacteriaceae UCG-003",NA
"230","ncbi","Corynaea crassa","Eukaryota"
"231","ncbi","Costus pictus","Eukaryota"
"232","ncbi","Couepia guianensis","Eukaryota"
"233","ncbi","CPla-4 termite",NA
"234","ncbi","Croomia pauciflora","Eukaryota"
"235","ncbi","Crossosoma bigelovii","Eukaryota"
"236","ncbi","Cryptocarya meisneriana","Eukaryota"
"237","ncbi","Cucumis melo","Eukaryota"
"238","ncbi","Cucumis sativus","Eukaryota"
"239","ncbi","Cucurbita moschata","Eukaryota"
"240","ncbi","Cucurbita pepo","Eukaryota"
"241","ncbi","Cunninghamia lanceolata","Eukaryota"
"242","ncbi","Curcuma longa","Eukaryota"
"243","ncbi","Cuscuta australis","Eukaryota"
"244","ncbi","Cuscuta gronovii","Eukaryota"
"245","ncbi","Cuscuta pentagona","Eukaryota"
"246","ncbi","Cuscuta suaveolens","Eukaryota"
"247","ncbi","Cyanomargarita APA-RS9",NA
"248","ncbi","Cycas revoluta","Eukaryota"
"249","ncbi","Cycas taitungensis","Eukaryota"
"250","ncbi","Cymbomonas tetramitiformis","Eukaryota"
"251","ncbi","Cynara cardunculus","Eukaryota"
"252","ncbi","Cynomorium coccineum","Eukaryota"
"253","ncbi","Cytinus ruber","Eukaryota"
"254","ncbi","Dahlia pinnata","Eukaryota"
"255","ncbi","Daphnandra micrantha","Eukaryota"
"256","ncbi","Dapisostemonum CCIBt",NA
"257","ncbi","Daucus carota","Eukaryota"
"258","ncbi","Defluviitaleaceae UCG-011",NA
"259","ncbi","Degeneria vitiensis","Eukaryota"
"260","ncbi","Dendrobium catenatum","Eukaryota"
"261","ncbi","Desmonostoc PCC-6302",NA
"262","ncbi","Desmonostoc PCC-7422",NA
"263","ncbi","dgA-11 gut",NA
"264","ncbi","Dianthus caryophyllus","Eukaryota"
"265","ncbi","Dianthus superbus","Eukaryota"
"266","ncbi","Dicranum scoparium","Eukaryota"
"267","ncbi","Didymeles perrieri","Eukaryota"
"268","ncbi","Digitalis purpurea","Eukaryota"
"269","ncbi","Dioon edule","Eukaryota"
"270","ncbi","Diphasiastrum digitatum","Eukaryota"
"271","ncbi","Diphyscium foliosum","Eukaryota"
"272","ncbi","Diplazium pycnocarpon","Eukaryota"
"273","ncbi","Diplostephium hartwegii","Eukaryota"
"274","ncbi","Dorcoceras hygrometricum","Eukaryota"
"275","ncbi","Doryphora sassafras","Eukaryota"
"276","ncbi","Drimys winteri","Eukaryota"
"277","ncbi","Dumontia simplex","Eukaryota"
"278","ncbi","Echinochloa colona","Eukaryota"
"279","ncbi","Echinococcus granulosus","Eukaryota"
"280","ncbi","Echinogammarus veneris","Eukaryota"
"281","ncbi","Eichhornia paniculata","Eukaryota"
"282","ncbi","Elaeis guineensis","Eukaryota"
"283","ncbi","Elaeocarpus photiniifolius","Eukaryota"
"284","ncbi","Elliptochloris marina","Eukaryota"
"285","ncbi","Elodea nuttallii","Eukaryota"
"286","ncbi","Ensete ventricosum","Eukaryota"
"287","ncbi","Entosthodon obtusus","Eukaryota"
"288","ncbi","Epidermophyton floccosum","Eukaryota"
"289","ncbi","Epipremnum aureum","Eukaryota"
"290","ncbi","Epixenosomes of",NA
"291","ncbi","Equisetum arvense","Eukaryota"
"292","ncbi","Erodium chrysanthum","Eukaryota"
"293","ncbi","Erodium pelargoniflorum","Eukaryota"
"294","ncbi","Erodium trifolium","Eukaryota"
"295","ncbi","Eruca vesicaria","Eukaryota"
"296","ncbi","Erycina pusilla","Eukaryota"
"297","ncbi","Erysipelotrichaceae UCG-002",NA
"298","ncbi","Erysipelotrichaceae UCG-003",NA
"299","ncbi","Erysipelotrichaceae UCG-004",NA
"300","ncbi","Erysipelotrichaceae UCG-006",NA
"301","ncbi","Erysipelotrichaceae UCG-007",NA
"302","ncbi","Erysipelotrichaceae UCG-008",NA
"303","ncbi","Erysipelotrichaceae UCG-009",NA
"304","ncbi","Erysipelotrichaceae UCG-010",NA
"305","ncbi","Erythranthe guttata","Eukaryota"
"306","ncbi","Eucheuma denticulatum","Eukaryota"
"307","ncbi","Euphorbia tirucalli","Eukaryota"
"308","ncbi","Eupomatia bennettii","Eukaryota"
"309","ncbi","Euptelea polyandra","Eukaryota"
"310","ncbi","euryarchaeote SCGC",NA
"311","ncbi","Eutrema salsugineum","Eukaryota"
"312","ncbi","Ewamiania TS0513",NA
"313","ncbi","Family XIII",NA
"314","ncbi","Ferrocalamus rimosivaginus","Eukaryota"
"315","ncbi","Ficus carica","Eukaryota"
"316","ncbi","Firmicutes oral",NA
"317","ncbi","Flatbergium sericeum","Eukaryota"
"318","ncbi","Fonsecaea erecta","Eukaryota"
"319","ncbi","Fonsecaea multimorphosa","Eukaryota"
"320","ncbi","Fragaria x",NA
"321","ncbi","Fraxinus excelsior","Eukaryota"
"322","ncbi","freshwater sediment",NA
"323","ncbi","Fritillaria cirrhosa","Eukaryota"
"324","ncbi","FS140-16B-02 marine",NA
"325","ncbi","Fucus vesiculosus","Eukaryota"
"326","ncbi","FukuN18 freshwater",NA
"327","ncbi","Funaria hygrometrica","Eukaryota"
"328","ncbi","Fusarium circinatum","Eukaryota"
"329","ncbi","Fusarium mangiferae","Eukaryota"
"330","ncbi","Fusarium solani","Eukaryota"
"331","ncbi","Fusarium temperatum","Eukaryota"
"332","ncbi","Galbulimima belgraveana","Eukaryota"
"333","ncbi","Galeola lindleyana","Eukaryota"
"334","ncbi","Gelidium arborescens","Eukaryota"
"335","ncbi","Gelidium crinale","Eukaryota"
"336","ncbi","Gelidium elegans","Eukaryota"
"337","ncbi","Gelidium galapagense","Eukaryota"
"338","ncbi","Gelidium isabelae","Eukaryota"
"339","ncbi","Gelidium sclerophyllum","Eukaryota"
"340","ncbi","Gelidium sinicola","Eukaryota"
"341","ncbi","Gelidium vagum","Eukaryota"
"342","ncbi","Genlisea aurea","Eukaryota"
"343","ncbi","Geranium brycei","Eukaryota"
"344","ncbi","Geranium himalayense","Eukaryota"
"345","ncbi","Geranium macrorrhizum","Eukaryota"
"346","ncbi","Geranium maderense","Eukaryota"
"347","ncbi","Gerbera hybrid",NA
"348","ncbi","Ginkgo biloba","Eukaryota"
"349","ncbi","GKS98 freshwater",NA
"350","ncbi","Gleditsia sinensis","Eukaryota"
"351","ncbi","Glycine max","Eukaryota"
"352","ncbi","Gnetum gnemon","Eukaryota"
"353","ncbi","Gnetum montanum","Eukaryota"
"354","ncbi","Gossypium arboreum","Eukaryota"
"355","ncbi","Gossypium barbadense","Eukaryota"
"356","ncbi","Gossypium harknessii","Eukaryota"
"357","ncbi","Gossypium hirsutum","Eukaryota"
"358","ncbi","Gossypium raimondii","Eukaryota"
"359","ncbi","Gracilaria changii","Eukaryota"
"360","ncbi","Gracilaria chilensis","Eukaryota"
"361","ncbi","Gracilaria chorda","Eukaryota"
"362","ncbi","Gracilaria salicornia","Eukaryota"
"363","ncbi","Gracilaria vermiculophylla","Eukaryota"
"364","ncbi","Gracilariophila oryzoides","Eukaryota"
"365","ncbi","Gracilariopsis andersonii","Eukaryota"
"366","ncbi","Gracilariopsis lemaneiformis","Eukaryota"
"367","ncbi","Graminella nigrifrons","Eukaryota"
"368","ncbi","Grateloupia angusta","Eukaryota"
"369","ncbi","Grateloupia catenata","Eukaryota"
"370","ncbi","Grateloupia filicina","Eukaryota"
"371","ncbi","Grateloupia lanceola","Eukaryota"
"372","ncbi","Grateloupia livida","Eukaryota"
"373","ncbi","Grateloupia taiwanensis","Eukaryota"
"374","ncbi","Grateloupia turuturu","Eukaryota"
"375","ncbi","Grevillea robusta","Eukaryota"
"376","ncbi","Grylloblatta bifratrilecta","Eukaryota"
"377","ncbi","Gyrocarpus americanus","Eukaryota"
"378","ncbi","Haemonchus placei","Eukaryota"
"379","ncbi","Haloleptolyngbya KR2005-106",NA
"380","ncbi","halophilic archaeon","Archaea"
"381","ncbi","Halotia CENA158",NA
"382","ncbi","Hedycarya arborea","Eukaryota"
"383","ncbi","Hedyosmum arborescens","Eukaryota"
"384","ncbi","Helianthus annuus","Eukaryota"
"385","ncbi","Helosis cayennensis","Eukaryota"
"386","ncbi","Hernandia ovigera","Eukaryota"
"387","ncbi","Hesperelaea palmeri","Eukaryota"
"388","ncbi","Heterosigma akashiwo","Eukaryota"
"389","ncbi","Hevea brasiliensis","Eukaryota"
"390","ncbi","hgcI clade",NA
"391","ncbi","Hibiscus syriacus","Eukaryota"
"392","ncbi","Hildenbrandia rubra","Eukaryota"
"393","ncbi","Hirsutella minnesotensis","Eukaryota"
"394","ncbi","Hirtella physophora","Eukaryota"
"395","ncbi","Hirtella racemosa","Eukaryota"
"396","ncbi","Histiona aroides","Eukaryota"
"397","ncbi","hoa5-07d05 gut",NA
"398","ncbi","Hordeum bulbosum","Eukaryota"
"399","ncbi","Hordeum pubiflorum","Eukaryota"
"400","ncbi","Hordeum vulgare","Eukaryota"
"401","ncbi","Hortonia floribunda","Eukaryota"
"402","ncbi","hot springs",NA
"403","ncbi","Houttuynia cordata","Eukaryota"
"404","ncbi","HSB OF53-F07",NA
"405","ncbi","Humulus lupulus","Eukaryota"
"406","ncbi","Huperzia lucidula","Eukaryota"
"407","ncbi","Hydnora africana","Eukaryota"
"408","ncbi","Hylocomiastrum pyrenaicum","Eukaryota"
"409","ncbi","Hyoscyamus niger","Eukaryota"
"410","ncbi","hypersaline lake",NA
"411","ncbi","Hypnum imponens","Eukaryota"
"412","ncbi","Hypomyces aurantius","Eukaryota"
"413","ncbi","Hypomyces chrysospermus","Eukaryota"
"414","ncbi","Hypseocharis pimpinellifolia","Eukaryota"
"415","ncbi","Hypsibius dujardini","Eukaryota"
"416","ncbi","Idiospermum australiense","Eukaryota"
"417","ncbi","Illicium floridanum","Eukaryota"
"418","ncbi","Incertae Sedis",NA
"419","ncbi","Iphinoe LOS-B1",NA
"420","ncbi","Ipomoea batatas","Eukaryota"
"421","ncbi","Ipomoea purpurea","Eukaryota"
"422","ncbi","Isaria tenuipes","Eukaryota"
"423","ncbi","Isoetes engelmannii","Eukaryota"
"424","ncbi","Isoetes histrix","Eukaryota"
"425","ncbi","Isoetes taiwanensis","Eukaryota"
"426","ncbi","Jakoba bahamiensis","Eukaryota"
"427","ncbi","Jakoba libera","Eukaryota"
"428","ncbi","Jatropha curcas","Eukaryota"
"429","ncbi","JCM 18997",NA
"430","ncbi","JGI 0001001-H03",NA
"431","ncbi","JTB255 marine",NA
"432","ncbi","Juncus effusus","Eukaryota"
"433","ncbi","Juniperus virginiana","Eukaryota"
"434","ncbi","Kadsura japonica","Eukaryota"
"435","ncbi","Kamptonema BDU",NA
"436","ncbi","Kamptonema PCC-6407",NA
"437","ncbi","Kappaphycus alvarezii","Eukaryota"
"438","ncbi","Kappaphycus striatus","Eukaryota"
"439","ncbi","Lachnoclostridium 1",NA
"440","ncbi","Lachnoclostridium 10",NA
"441","ncbi","Lachnoclostridium 12",NA
"442","ncbi","Lachnoclostridium 5",NA
"443","ncbi","Lachnospiraceae AC2044",NA
"444","ncbi","Lachnospiraceae FCS020",NA
"445","ncbi","Lachnospiraceae FE2018",NA
"446","ncbi","Lachnospiraceae NC2004",NA
"447","ncbi","Lachnospiraceae ND3007",NA
"448","ncbi","Lachnospiraceae NK3A20",NA
"449","ncbi","Lachnospiraceae NK4A136",NA
"450","ncbi","Lachnospiraceae NK4B4",NA
"451","ncbi","Lachnospiraceae UCG-001",NA
"452","ncbi","Lachnospiraceae UCG-002",NA
"453","ncbi","Lachnospiraceae UCG-003",NA
"454","ncbi","Lachnospiraceae UCG-004",NA
"455","ncbi","Lachnospiraceae UCG-006",NA
"456","ncbi","Lachnospiraceae UCG-007",NA
"457","ncbi","Lachnospiraceae UCG-008",NA
"458","ncbi","Lachnospiraceae UCG-009",NA
"459","ncbi","Lachnospiraceae UCG-010",NA
"460","ncbi","Lachnospiraceae XPB1014",NA
"461","ncbi","Lactoris fernandeziana","Eukaryota"
"462","ncbi","Lactuca sativa","Eukaryota"
"463","ncbi","Lactuca serriola","Eukaryota"
"464","ncbi","Lardizabala biternata","Eukaryota"
"465","ncbi","Laurus nobilis","Eukaryota"
"466","ncbi","Lecanicillium muscarium","Eukaryota"
"467","ncbi","Lecanicillium saksenae","Eukaryota"
"468","ncbi","Lecanora strobilina","Eukaryota"
"469","ncbi","Lens culinaris","Eukaryota"
"470","ncbi","Lepidoceras chilense","Eukaryota"
"471","ncbi","Leptococcus JA-3-3Ab",NA
"472","ncbi","Leptogium hirsutum","Eukaryota"
"473","ncbi","Leptographium lundbergii","Eukaryota"
"474","ncbi","Leptographium truncatum","Eukaryota"
"475","ncbi","Letharia columbiana","Eukaryota"
"476","ncbi","Licania alba","Eukaryota"
"477","ncbi","Licania heteromorpha","Eukaryota"
"478","ncbi","Licania sprucei","Eukaryota"
"479","ncbi","Lilium hybrid",NA
"480","ncbi","Limnolyngbya CHAB4449",NA
"481","ncbi","Linum usitatissimum","Eukaryota"
"482","ncbi","Liriodendron tulipifera","Eukaryota"
"483","ncbi","Litchi chinensis","Eukaryota"
"484","ncbi","LNR A2-18",NA
"485","ncbi","Lolium perenne","Eukaryota"
"486","ncbi","Lophophytum mirabile","Eukaryota"
"487","ncbi","Loriellopsis LF-B5",NA
"488","ncbi","Lotus japonicus","Eukaryota"
"489","ncbi","Loxostege sticticalis","Eukaryota"
"490","ncbi","Luffa aegyptiaca","Eukaryota"
"491","ncbi","Lupinus angustifolius","Eukaryota"
"492","ncbi","Lupinus luteus","Eukaryota"
"493","ncbi","Lusitaniella LEGE",NA
"494","ncbi","Lytechinus variegatus","Eukaryota"
"495","ncbi","M2PB4-61 termite",NA
"496","ncbi","M2PT2-76 termite",NA
"497","ncbi","Macadamia integrifolia","Eukaryota"
"498","ncbi","Macropereiopus parvus","Eukaryota"
"499","ncbi","Magnolia grandiflora","Eukaryota"
"500","ncbi","Malawimonas californiana","Eukaryota"
"501","ncbi","Malawimonas jakobiformis","Eukaryota"
"502","ncbi","Malus domestica","Eukaryota"
"503","ncbi","Malus hupehensis","Eukaryota"
"504","ncbi","Mangifera indica","Eukaryota"
"505","ncbi","Marchantia paleacea","Eukaryota"
"506","ncbi","Marine Group",NA
"507","ncbi","marine group",NA
"508","ncbi","Marine Methylotrophic",NA
"509","ncbi","marine sediment",NA
"510","ncbi","Masdevallia picturata","Eukaryota"
"511","ncbi","Mauloutchia chapelieri","Eukaryota"
"512","ncbi","Maytenus hookeri","Eukaryota"
"513","ncbi","Mazzaella japonica","Eukaryota"
"514","ncbi","MB11C04 marine",NA
"515","ncbi","Medicago truncatula","Eukaryota"
"516","ncbi","Megaceros tosanus","Eukaryota"
"517","ncbi","Meliosma squamulata","Eukaryota"
"518","ncbi","Melita plumulosa","Eukaryota"
"519","ncbi","Mesembryanthemum crystallinum","Eukaryota"
"520","ncbi","Mesostigma viride","Eukaryota"
"521","ncbi","Metarhizium anisopliae","Eukaryota"
"522","ncbi","Metarhizium robertsii","Eukaryota"
"523","ncbi","Methanomicrobia archaeon",NA
"524","ncbi","microbial mat",NA
"525","ncbi","Microseira Carmichael-Alabama","Eukaryota"
"526","ncbi","Microsporum canis","Eukaryota"
"527","ncbi","Millettia pinnata","Eukaryota"
"528","ncbi","Mitrastemon kanehirai","Eukaryota"
"529","ncbi","mixed culture",NA
"530","ncbi","MN 122.2a",NA
"531","ncbi","Momordica charantia","Eukaryota"
"532","ncbi","Monotropastrum humile","Eukaryota"
"533","ncbi","Monsonia emarginata","Eukaryota"
"534","ncbi","Monsonia vanderietiae","Eukaryota"
"535","ncbi","Moorea 3L",NA
"536","ncbi","Morus alba","Eukaryota"
"537","ncbi","Morus notabilis","Eukaryota"
"538","ncbi","mouse gut",NA
"539","ncbi","Musa ABB",NA
"540","ncbi","Musa acuminata","Eukaryota"
"541","ncbi","Musa itinerans","Eukaryota"
"542","ncbi","museum specimen",NA
"543","ncbi","MWH-UniP1 aquatic",NA
"544","ncbi","Myristica fragrans","Eukaryota"
"545","ncbi","Nageia nagi","Eukaryota"
