GU122186.1.1507;Cronobacter;Cronobacter sakazakii
GU122190.1.1507;Cronobacter;Cronobacter sakazakii
GU122194.1.1507;Cronobacter;Cronobacter sakazakii
GU122198.1.1507;Cronobacter;Cronobacter sakazakii
GU122208.1.1507;Cronobacter;Cronobacter sakazakii
GU122214.1.1508;Cronobacter;Cronobacter dublinensis subsp. dublinensis
GU122219.1.1507;Cronobacter;Cronobacter sakazakii
EF468717.1.1487;Marinobacterium;Marinobacterium marisflavi
GU122169.1.1507;Cronobacter;Cronobacter sakazakii
GU122173.1.1507;Cronobacter;Cronobacter sakazakii
GU122204.1.1507;Cronobacter;Cronobacter sakazakii
GU122209.1.1507;Cronobacter;Cronobacter sakazakii
GU122215.1.1506;Cronobacter;Cronobacter sakazakii
GU122220.1.1507;Cronobacter;Cronobacter sakazakii
GU122227.1.1507;Cronobacter;Cronobacter sakazakii
GU122171.1.1507;Cronobacter;Cronobacter sakazakii
GU122175.1.1510;Cronobacter;Cronobacter turicensis
GU122184.1.1508;Cronobacter;Cronobacter sakazakii
GU122201.1.1507;Cronobacter;Cronobacter sakazakii
GU122224.1.1507;Cronobacter;Cronobacter sakazakii
EF488758.1.1481;Kosakonia;Kosakonia oryzae
GU122170.1.1507;Cronobacter;Cronobacter sakazakii
GU122172.1.1507;Cronobacter;Cronobacter sakazakii
GU122222.1.1507;Cronobacter;Cronobacter sakazakii
GU122176.1.1508;Cronobacter;Cronobacter dublinensis subsp. dublinensis
GU122229.1.1506;Cronobacter;Cronobacter sakazakii
GU122180.1.1506;Cronobacter;Cronobacter sakazakii
GU122185.1.1507;Cronobacter;Cronobacter sakazakii
GU122189.1.1507;Cronobacter;Cronobacter sakazakii
GU122193.1.1507;Cronobacter;Cronobacter sakazakii
GU122197.1.1507;Cronobacter;Cronobacter sakazakii
GU122202.1.1507;Cronobacter;Cronobacter sakazakii
GU122207.1.1507;Cronobacter;Cronobacter sakazakii
GU122212.1.1507;Cronobacter;Cronobacter sakazakii
GU122218.1.1507;Cronobacter;Cronobacter sakazakii
GU122225.1.1507;Cronobacter;Cronobacter sakazakii
EF614997.1.1436;Cronobacter;Cronobacter sakazakii
GU122166.1.1507;Cronobacter;Cronobacter sakazakii
GU126374.1.1482;Desulfotomaculum;Desulfotomaculum varum
GU122179.1.1506;Cronobacter;Cronobacter sakazakii
GU122183.1.1507;Cronobacter;Cronobacter sakazakii
GU122188.1.1507;Cronobacter;Cronobacter sakazakii
GU122192.1.1507;Cronobacter;Cronobacter sakazakii
GU122196.1.1507;Cronobacter;Cronobacter sakazakii
GU122200.1.1507;Cronobacter;Cronobacter sakazakii
GU122206.1.1507;Cronobacter;Cronobacter sakazakii
GU122211.1.1508;Cronobacter;Cronobacter muytjensii
GU122217.1.1507;Cronobacter;Cronobacter muytjensii
GU122223.1.1507;Cronobacter;Cronobacter sakazakii
GU122203.1.1507;Cronobacter;Cronobacter sakazakii
GU122213.1.1508;Cronobacter;Cronobacter muytjensii
GU122226.1.1507;Cronobacter;Cronobacter sakazakii
GU122178.1.1506;Cronobacter;Cronobacter sakazakii
GU122182.1.1506;Cronobacter;Cronobacter sakazakii
GU122187.1.1507;Cronobacter;Cronobacter sakazakii
GU122191.1.1506;Cronobacter;Cronobacter sakazakii
GU122210.1.1507;Cronobacter;Cronobacter sakazakii
GU122216.1.1507;Cronobacter;Cronobacter sakazakii
GU122221.1.1507;Cronobacter;Cronobacter sakazakii
GU122228.1.1507;Cronobacter;Cronobacter sakazakii
EF554365.1.1468;Antarcticimonas;Antarcticimonas flava
GU227657.1.1473;Cronobacter;Cronobacter sakazakii
GU227678.1.1461;Cronobacter;Cronobacter sakazakii
GU227682.1.1468;Cronobacter;Cronobacter sakazakii
GU227686.1.1452;Cronobacter;Cronobacter sakazakii
GU227690.1.1353;Cronobacter;Cronobacter sakazakii
GU227660.1.1408;Cronobacter;Cronobacter sakazakii
GU227663.1.1414;Cronobacter;Cronobacter sakazakii
GU227668.1.1461;Cronobacter;Cronobacter sakazakii
GU227675.1.1467;Cronobacter;Cronobacter sakazakii
GU227695.1.1468;Cronobacter;Cronobacter sakazakii
GU227661.1.1466;Cronobacter;Cronobacter sakazakii
GU227676.1.1463;Cronobacter;Cronobacter sakazakii
GU227656.1.1404;Cronobacter;Cronobacter sakazakii
GU227662.1.1463;Cronobacter;Cronobacter sakazakii
GU227667.1.1291;Cronobacter;Cronobacter sakazakii
GU227673.1.1394;Cronobacter;Cronobacter sakazakii
GU227677.1.1473;Cronobacter;Cronobacter sakazakii
GU227681.1.1293;Cronobacter;Cronobacter sakazakii
GU227685.1.1412;Cronobacter;Cronobacter sakazakii
GU227689.1.1466;Cronobacter;Cronobacter sakazakii
GU227693.1.1464;Cronobacter;Cronobacter sakazakii
GU227655.1.1337;Cronobacter;Cronobacter sakazakii
GU227664.1.1423;Cronobacter;Cronobacter sakazakii
GU227669.1.1409;Cronobacter;Cronobacter sakazakii
GU227672.1.1362;Cronobacter;Cronobacter sakazakii
GU227680.1.1470;Cronobacter;Cronobacter sakazakii
GU227684.1.1463;Cronobacter;Cronobacter sakazakii
GU227688.1.1461;Cronobacter;Cronobacter sakazakii
GU227692.1.1464;Cronobacter;Cronobacter sakazakii
GU227659.1.1459;Cronobacter;Cronobacter sakazakii
GU227665.1.1469;Cronobacter;Cronobacter sakazakii
GU227670.1.1461;Cronobacter;Cronobacter sakazakii
GU227674.1.1463;Cronobacter;Cronobacter sakazakii
GU227654.1.1475;Cronobacter;Cronobacter sakazakii
GU227658.1.1389;Cronobacter;Cronobacter sakazakii
GU227694.1.1469;Cronobacter;Cronobacter sakazakii
GU227666.1.1471;Cronobacter;Cronobacter sakazakii
GU227671.1.1381;Cronobacter;Cronobacter sakazakii
GU227679.1.1279;Cronobacter;Cronobacter sakazakii
GU227683.1.1469;Cronobacter;Cronobacter sakazakii
GU227687.1.1400;Cronobacter;Cronobacter sakazakii
GU227691.1.1461;Cronobacter;Cronobacter sakazakii
GU227696.1.1472;Cronobacter;Cronobacter sakazakii
GU339241.1.1492;Cronobacter;Cronobacter sakazakii
GU339283.1.1496;Cronobacter;Cronobacter sakazakii
GU295972.1.1403;Flavobacterium;Flavobacterium cheonhonense
GU339269.1.1495;Cronobacter;Cronobacter sakazakii
EU127550.1.1420;Bombiscardovia;Bombiscardovia coagulans
EU085557.1.1503;Aeromonas;Aeromonas dhakensis
GU370900.1.1507;Cronobacter;Cronobacter sakazakii
GU391221.1.1519;Litoribacillus;Litoribacillus peritrichatus
KP231373.1.1533;Saccharomonospora;Saccharomonospora oceani
KF150367.1.1516;Chitinophaga;Chitinophaga terrae Kim and Jung 2007
KP216815.1.1438;Cronobacter;Cronobacter sakazakii
KF188446.1.1406;Cronobacter;Cronobacter sakazakii
KF188445.1.1404;Cronobacter;Cronobacter sakazakii
KP255918.1.1505;Pluralibacter;Pluralibacter gergoviae
KF188439.1.1405;Cronobacter;Cronobacter sakazakii
KF188438.1.1406;Cronobacter;Cronobacter sakazakii
KF188441.1.1406;Cronobacter;Cronobacter sakazakii
KF188444.1.1405;Cronobacter;Cronobacter sakazakii
KF188442.1.1406;Cronobacter;Cronobacter sakazakii
KF188440.1.1402;Cronobacter;Cronobacter sakazakii
KF188443.1.1404;Cronobacter;Cronobacter sakazakii
KP265303.1.1279;Enterobacter;Lelliottia amnigena
KP296197.1.1488;Halomonas;Halomonas hamiltonii
KP313245.1.1392;Escherichia-Shigella;Cronobacter sakazakii
KP418799.1.1443;Escherichia-Shigella;Cronobacter sakazakii
KF301609.1.1399;Halomonas;Halomonas stevensii
KP313543.1.1394;Kosakonia;Kosakonia radicincitans
EU301776.1.1268;Kosakonia;Kosakonia radicincitans
KF307776.1.1448;Aeromonas;Aeromonas dhakensis
EU258609.1.1401;Acinetobacter;Acinetobacter venetianus
KP340438.1.1449;Escherichia-Shigella;Cronobacter sakazakii
EU258608.1.1412;Acinetobacter;Acinetobacter venetianus
EU258610.1.1404;Acinetobacter;Acinetobacter venetianus
KP642511.1.1394;Yokenella;Lelliottia amnigena
KP418795.1.1404;Escherichia-Shigella;Cronobacter sakazakii
EU281853.1.1567;Paraliobacillus;Alkalilactibacillus ikkensis
EU275356.1.1407;Lelliottia;Lelliottia amnigena
KF360273.1.1445;Cronobacter;Cronobacter sakazakii
KF360265.1.1443;Cronobacter;Cronobacter sakazakii
KF360278.1.1443;Cronobacter;Cronobacter sakazakii
KF360282.1.1434;Cronobacter;Cronobacter sakazakii
KF360296.1.1445;Cronobacter;Cronobacter dublinensis subsp. dublinensis
KF360271.1.1438;Cronobacter;Cronobacter sakazakii
KF360275.1.1446;Cronobacter;Cronobacter sakazakii
KF360297.1.1430;Cronobacter;Cronobacter dublinensis subsp. dublinensis
KF360300.1.1431;Cronobacter;Cronobacter dublinensis subsp. dublinensis
KF360264.1.1438;Cronobacter;Cronobacter sakazakii
KF360280.1.1443;Cronobacter;Cronobacter sakazakii
EU293796.1.1309;Methanolobus;Methanolobus chelungpuianus
EU301779.1.1267;Kosakonia;Kosakonia radicincitans
KF360267.1.1444;Cronobacter;Cronobacter sakazakii
KP645401.1.1373;Cronobacter;Cronobacter sakazakii
KF360272.1.1444;Cronobacter;Cronobacter sakazakii
KF360277.1.1443;Cronobacter;Cronobacter sakazakii
KF360295.1.1442;Cronobacter;Cronobacter dublinensis subsp. dublinensis
EU332827.1.1485;Terrabacter;Terrabacter ginsenosidimutans
KF360266.1.1437;Cronobacter;Cronobacter sakazakii
KF360270.1.1414;Cronobacter;Cronobacter sakazakii
KF360274.1.1445;Cronobacter;Cronobacter sakazakii
KF360276.1.1428;Cronobacter;Cronobacter sakazakii
KF360279.1.1436;Cronobacter;Cronobacter sakazakii
KF360298.1.1445;Cronobacter;Cronobacter dublinensis subsp. dublinensis
KF360269.1.1445;Cronobacter;Cronobacter sakazakii
KF360281.1.1433;Cronobacter;Cronobacter sakazakii
KF360299.1.1438;Cronobacter;Cronobacter dublinensis subsp. dublinensis
KF360263.1.1443;Cronobacter;Cronobacter sakazakii
KF360268.1.1428;Cronobacter;Cronobacter sakazakii
KF411346.1.1360;Kosakonia;Kosakonia cowanii
KP716692.1.1406;Aeromonas;Aeromonas dhakensis
KP791800.1.1251;Aeromonas;Aeromonas dhakensis
KF516260.1.1347;Lelliottia;Lelliottia nimipressuralis
KF516239.1.1347;Cronobacter;Cronobacter sakazakii
KF479042.1.1403;Kosakonia;Kosakonia oryzae
KP852525.1.1397;Cronobacter;Cronobacter sakazakii
KP860586.1.1314;Albirhodobacter;Albirhodobacter marinus
KF531638.1.1442;Franconibacter;Cronobacter sakazakii
KP860538.1.1350;Isoptericola;Cellulomonas massiliensis
KP860591.1.1349;Isoptericola;Cellulomonas massiliensis
KF551983.1.1320;Cronobacter;Cronobacter sakazakii
KF542917.1.1423;Cronobacter;Cronobacter sakazakii
KP860537.1.1355;Isoptericola;Cellulomonas massiliensis
KP974655.1.1499;Burkholderia-Caballeronia-Paraburkholderia;Kosakonia radicincitans
KP974658.1.1573;Klebsiella;Kosakonia radicincitans
KP974657.1.1531;Kosakonia;Kosakonia radicincitans
KP974660.1.1515;Kosakonia;Kosakonia radicincitans
KF624722.1.1310;Enterobacter;Lelliottia amnigena
KP974653.1.1390;Gluconacetobacter;Kosakonia radicincitans
KP967516.1.1440;Lelliottia;Lelliottia amnigena
KP993224.1.1520;Kosakonia;Kosakonia radicincitans
KR045591.1.1407;Enterobacter;Lelliottia amnigena
KF668469.1.1506;Kosakonia;Kosakonia oryzae
KR054971.1.1462;Enterobacter;Lelliottia nimipressuralis
KR054964.1.1462;Lelliottia;Lelliottia amnigena
KR088706.1.1449;Paraliobacillus;Alkalilactibacillus ikkensis
KF769535.1.1502;Aeromonas;Aeromonas dhakensis
KR140246.1.1329;Albirhodobacter;Albirhodobacter marinus
KR140278.1.1324;Albirhodobacter;Albirhodobacter marinus
KR140245.1.1342;Albirhodobacter;Albirhodobacter marinus
KR085930.1.1474;Streptomyces;Streptomyces pratensis
KR054963.1.1462;Buttiauxella;Lelliottia amnigena
KF699874.1.1458;Aeromonas;Aeromonas dhakensis
KR140279.1.1344;Albirhodobacter;Albirhodobacter marinus
KR061889.1.1378;Acinetobacter;Acinetobacter venetianus
KR140231.1.1335;Albirhodobacter;Albirhodobacter marinus
KR140277.1.1302;Albirhodobacter;Albirhodobacter marinus
KF757335.1.1477;Kosakonia;Kosakonia cowanii
KF809673.1.1379;Aeromonas;Aeromonas dhakensis
KR140236.1.1339;Albirhodobacter;Albirhodobacter marinus
KF770796.1.1443;Cronobacter;Cronobacter sakazakii
KR149275.1.1447;Kosakonia;Kosakonia oryzae
KT036408.1.1347;Salinicola;Salinicola peritrichatus
KF835805.1.1410;Aeromonas;Aeromonas dhakensis
KR476403.1.1435;Nocardiopsis;Nocardiopsis aegyptia
KF835808.1.1410;Aeromonas;Aeromonas dhakensis
KR265423.1.1395;Lelliottia;Lelliottia amnigena
KR265434.1.1344;Lelliottia;Lelliottia amnigena
KF835800.1.1410;Aeromonas;Aeromonas dhakensis
KR476427.1.1433;Nocardiopsis;Nocardiopsis aegyptia
KF876900.1.1437;Nocardiopsis;Nocardiopsis aegyptia
KR558702.1.1388;Kosakonia;Kosakonia radicincitans
KT159334.1.1437;Halomonas;Halomonas hamiltonii
KT036407.1.1440;Salinicola;Salinicola peritrichatus
KT159336.1.1437;Halomonas;Halomonas hamiltonii
KT159339.1.1437;Halomonas;Halomonas hamiltonii
KT159342.1.1437;Halomonas;Halomonas hamiltonii
KR476435.1.1436;Nocardiopsis;Nocardiopsis aegyptia
KT159341.1.1437;Halomonas;Halomonas hamiltonii
KR558700.1.1422;Pluralibacter;Pluralibacter gergoviae
KT159338.1.1437;Halomonas;Halomonas hamiltonii
KT159337.1.1436;Halomonas;Halomonas hamiltonii
KT159340.1.1436;Halomonas;Halomonas hamiltonii
KT174484.1.1308;Escherichia-Shigella;Cronobacter sakazakii
