"","db","query","superkingdom"
"82","ncbi","Aspergillus pseudonomius","Eukaryota"
"83","ncbi","Aspergillus sojae","Eukaryota"
"84","ncbi","Aspergillus subolivaceus","Eukaryota"
"85","ncbi","Aspergillus tamarii","Eukaryota"
"86","ncbi","Aspergillus terreus","Eukaryota"
"87","ncbi","Aspergillus terricola","Eukaryota"
"88","ncbi","Aspergillus thomii","Eukaryota"
"89","ncbi","Aspergillus tubingensis","Eukaryota"
"90","ncbi","Aspergillus ustus","Eukaryota"
"91","ncbi","Aspergillus westerdijkiae","Eukaryota"
"92","ncbi","Asplenium nidus","Eukaryota"
"93","ncbi","Atelocyanobacterium (UCYN-A)",NA
"94","ncbi","Atherosperma moschatum","Eukaryota"
"95","ncbi","Atractylodes lancea","Eukaryota"
"96","ncbi","Atrichum angustatum","Eukaryota"
"97","ncbi","Auxenochlorella protothecoides","Eukaryota"
"98","ncbi","Auxenochlorella pyrenoidosa","Eukaryota"
"99","ncbi","Avena sativa","Eukaryota"
"100","ncbi","Azadirachta indica","Eukaryota"
"101","ncbi","Azolla filiculoides","Eukaryota"
"102","ncbi","Azolla pinnata","Eukaryota"
"103","ncbi","Babesia bovis","Eukaryota"
"104","ncbi","Babesia divergens","Eukaryota"
"105","ncbi","Babesia orientalis","Eukaryota"
"106","ncbi","Balanophora japonica","Eukaryota"
"107","ncbi","Bangia fuscopurpurea","Eukaryota"
"108","ncbi","Bankia setacea","Eukaryota"
"109","ncbi","Bartramia pomiformis","Eukaryota"
"110","ncbi","Batis maritima","Eukaryota"
"111","ncbi","BCf9-17 termite",NA
"112","ncbi","BD1-7 clade","Bacteria"
"113","ncbi","Bdelloura candida","Eukaryota"
"114","ncbi","Beauveria bassiana","Eukaryota"
"115","ncbi","Beauveria malawiensis","Eukaryota"
"116","ncbi","Beauveria pseudobassiana","Eukaryota"
"117","ncbi","benzene mineralizing",NA
"118","ncbi","Berberis bealei","Eukaryota"
"119","ncbi","Berkeleya fennica","Eukaryota"
"120","ncbi","Beta macrocarpa","Eukaryota"
"121","ncbi","beta proteobacterium","Bacteria"
"122","ncbi","Beta vulgaris","Eukaryota"
"123","ncbi","Betula platyphylla","Eukaryota"
"124","ncbi","Bienertia sinuspersici","Eukaryota"
"125","ncbi","Bituminaria bituminosa","Eukaryota"
"126","ncbi","Bixa orellana","Eukaryota"
"127","ncbi","Blvii28 wastewater-sludge",NA
"128","ncbi","Bouteloua dactyloides","Eukaryota"
"129","ncbi","Brachypodium distachyon","Eukaryota"
"130","ncbi","Brachythecium rivulare","Eukaryota"
"131","ncbi","Brasenia schreberi","Eukaryota"
"132","ncbi","Brassica carinata","Eukaryota"
"133","ncbi","Brassica juncea","Eukaryota"
"134","ncbi","Brassica napus","Eukaryota"
"135","ncbi","Brassica nigra","Eukaryota"
"136","ncbi","Brassica oleracea","Eukaryota"
"137","ncbi","Brassica rapa","Eukaryota"
"138","ncbi","Bremia lactucae","Eukaryota"
"139","ncbi","Bromus tectorum","Eukaryota"
"140","ncbi","Bryoandersonia illecebra","Eukaryota"
"141","ncbi","Bryoria tenuis","Eukaryota"
"142","ncbi","Bryum argenteum","Eukaryota"
"143","ncbi","Bucklandiella orthotrichacea","Eukaryota"
"144","ncbi","Buxbaumia aphylla","Eukaryota"
"145","ncbi","Cairneyella variabilis","Eukaryota"
"146","ncbi","Cajanus cajan","Eukaryota"
"147","ncbi","Caldora VP642b",NA
"148","ncbi","Calliarthron tuberculosum","Eukaryota"
"149","ncbi","Calophyllum inophyllum","Eukaryota"
"150","ncbi","Calotropis procera","Eukaryota"
"151","ncbi","Calycanthus floridus","Eukaryota"
"152","ncbi","Calypogeia muelleriana","Eukaryota"
"153","ncbi","Camelina sativa","Eukaryota"
"154","ncbi","Camellia oleifera","Eukaryota"
"155","ncbi","Camellia sinensis","Eukaryota"
"156","ncbi","Cananga odorata","Eukaryota"
"157","ncbi","Canella winterana","Eukaryota"
"158","ncbi","Cannabis sativa","Eukaryota"
"159","ncbi","Capra hircus","Eukaryota"
"160","ncbi","Capsicum annuum","Eukaryota"
"161","ncbi","Carica papaya","Eukaryota"
"162","ncbi","Carludovica palmata","Eukaryota"
"163","ncbi","Cassytha filiformis","Eukaryota"
"164","ncbi","Castilleja paramensis","Eukaryota"
"165","ncbi","Catharanthus roseus","Eukaryota"
"166","ncbi","Cenchrus americanus","Eukaryota"
"167","ncbi","Cephalothrix SAG",NA
"168","ncbi","Cephalotus follicularis","Eukaryota"
"169","ncbi","Ceramium japonicum","Eukaryota"
"170","ncbi","Ceratophyllum demersum","Eukaryota"
"171","ncbi","Ceratophyllum submersum","Eukaryota"
"172","ncbi","Chaetosphaeridium globosum","Eukaryota"
"173","ncbi","Chakia 8",NA
"174","ncbi","Chalicogloea CCALA",NA
"175","ncbi","Chara vulgaris","Eukaryota"
"176","ncbi","Cheilotheca macrocarpa","Eukaryota"
"177","ncbi","Chenopodium pallidicaule","Eukaryota"
"178","ncbi","Chenopodium quinoa","Eukaryota"
"179","ncbi","Cherax quadricarinatus","Eukaryota"
"180","ncbi","Chimonanthus praecox","Eukaryota"
"181","ncbi","Chionoloma tenuirostre","Eukaryota"
"182","ncbi","Chloranthus multistachys","Eukaryota"
"183","ncbi","Chlorella sorokiniana","Eukaryota"
"184","ncbi","Chlorokybus atmophyticus","Eukaryota"
"185","ncbi","Chondrus crispus","Eukaryota"
"186","ncbi","Choreocolax polysiphoniae","Eukaryota"
"187","ncbi","Chorispora bungeana","Eukaryota"
"188","ncbi","Christensenellaceae R-7",NA
"189","ncbi","Chrysobalanus icaco","Eukaryota"
"190","ncbi","Chrysosporum KA1.1",NA
"191","ncbi","Cicer arietinum","Eukaryota"
"192","ncbi","Cinnamodendron ekmanii","Eukaryota"
"193","ncbi","Cinnamomum camphora","Eukaryota"
"194","ncbi","Cissampelos pareira","Eukaryota"
"195","ncbi","Citrullus lanatus","Eukaryota"
"196","ncbi","Citrus maxima","Eukaryota"
"197","ncbi","Citrus medica","Eukaryota"
"198","ncbi","Citrus trifoliata","Eukaryota"
"199","ncbi","Citrus x",NA
"200","ncbi","CL500-29 marine",NA
"201","ncbi","Clade Ia",NA
"202","ncbi","Clade Ib",NA
"203","ncbi","Cladophialophora bantiana","Eukaryota"
"204","ncbi","Cladosiphon okamuranus","Eukaryota"
"205","ncbi","Climacium americanum","Eukaryota"
"206","ncbi","Closterium baillyanum","Eukaryota"
"207","ncbi","Coccocarpia palmicola","Eukaryota"
"208","ncbi","Cocculus trilobus","Eukaryota"
"209","ncbi","Codriophorus aciculare","Eukaryota"
"210","ncbi","Codriophorus laevigatus","Eukaryota"
"211","ncbi","Codriophorus varius","Eukaryota"
"212","ncbi","Coeloseira compressa","Eukaryota"
"213","ncbi","Colletotrichum acutatum","Eukaryota"
"214","ncbi","Colletotrichum aenigma","Eukaryota"
"215","ncbi","Colletotrichum fioriniae","Eukaryota"
"216","ncbi","Colletotrichum fructicola","Eukaryota"
"217","ncbi","Colletotrichum gloeosporioides","Eukaryota"
"218","ncbi","Colletotrichum lindemuthianum","Eukaryota"
"219","ncbi","Colletotrichum lupini","Eukaryota"
"220","ncbi","Colletotrichum siamense","Eukaryota"
"221","ncbi","Colletotrichum tamarilloi","Eukaryota"
"222","ncbi","Colobanthus quitensis","Eukaryota"
"223","ncbi","Colubraria reticulata","Eukaryota"
"224","ncbi","Cordyceps brongniartii","Eukaryota"
"225","ncbi","Cordyceps militaris","Eukaryota"
"226","ncbi","Coriobacteriaceae UCG-002",NA
"227","ncbi","Coriobacteriaceae UCG-003",NA
"228","ncbi","Corynaea crassa","Eukaryota"
"229","ncbi","Costus pictus","Eukaryota"
"230","ncbi","Couepia guianensis","Eukaryota"
"231","ncbi","CPla-4 termite",NA
"232","ncbi","Criibacterium bergeronii","Bacteria"
"233","ncbi","Croomia pauciflora","Eukaryota"
"234","ncbi","Crossosoma bigelovii","Eukaryota"
"235","ncbi","Cryptocarya meisneriana","Eukaryota"
"236","ncbi","Cucumis melo","Eukaryota"
"237","ncbi","Cucumis sativus","Eukaryota"
"238","ncbi","Cucurbita moschata","Eukaryota"
"239","ncbi","Cucurbita pepo","Eukaryota"
"240","ncbi","Cunninghamia lanceolata","Eukaryota"
"241","ncbi","Curcuma longa","Eukaryota"
"242","ncbi","Cuscuta australis","Eukaryota"
"243","ncbi","Cuscuta gronovii","Eukaryota"
"244","ncbi","Cuscuta pentagona","Eukaryota"
"245","ncbi","Cuscuta suaveolens","Eukaryota"
"246","ncbi","Cyanomargarita APA-RS9",NA
"247","ncbi","Cycas revoluta","Eukaryota"
"248","ncbi","Cycas taitungensis","Eukaryota"
"249","ncbi","Cymbomonas tetramitiformis","Eukaryota"
"250","ncbi","Cynara cardunculus","Eukaryota"
"251","ncbi","Cynomorium coccineum","Eukaryota"
"252","ncbi","Cytinus ruber","Eukaryota"
"253","ncbi","Dahlia pinnata","Eukaryota"
"254","ncbi","Daphnandra micrantha","Eukaryota"
"255","ncbi","Dapisostemonum CCIBt",NA
"256","ncbi","Daucus carota","Eukaryota"
"257","ncbi","Defluviitaleaceae UCG-011",NA
"258","ncbi","Degeneria vitiensis","Eukaryota"
"259","ncbi","delta proteobacterium","Bacteria"
"260","ncbi","Dendrobium catenatum","Eukaryota"
"261","ncbi","Desmonostoc PCC-6302",NA
"262","ncbi","Desmonostoc PCC-7422",NA
"263","ncbi","dgA-11 gut",NA
"264","ncbi","Dianthus caryophyllus","Eukaryota"
"265","ncbi","Dianthus superbus","Eukaryota"
"266","ncbi","Dicranum scoparium","Eukaryota"
"267","ncbi","Didymeles perrieri","Eukaryota"
"268","ncbi","Digitalis purpurea","Eukaryota"
"269","ncbi","Dioon edule","Eukaryota"
"270","ncbi","Diphasiastrum digitatum","Eukaryota"
"271","ncbi","Diphyscium foliosum","Eukaryota"
"272","ncbi","Diplazium pycnocarpon","Eukaryota"
"273","ncbi","Diplostephium hartwegii","Eukaryota"
"274","ncbi","Dorcoceras hygrometricum","Eukaryota"
"275","ncbi","Doryphora sassafras","Eukaryota"
"276","ncbi","Drimys winteri","Eukaryota"
"277","ncbi","Dumontia simplex","Eukaryota"
"278","ncbi","Echinochloa colona","Eukaryota"
"279","ncbi","Echinococcus granulosus","Eukaryota"
"280","ncbi","Echinogammarus veneris","Eukaryota"
"281","ncbi","Eichhornia paniculata","Eukaryota"
"282","ncbi","Elaeis guineensis","Eukaryota"
"283","ncbi","Elaeocarpus photiniifolius","Eukaryota"
"284","ncbi","Elliptochloris marina","Eukaryota"
"285","ncbi","Elodea nuttallii","Eukaryota"
"286","ncbi","Ensete ventricosum","Eukaryota"
"287","ncbi","Entosthodon obtusus","Eukaryota"
"288","ncbi","Epidermophyton floccosum","Eukaryota"
"289","ncbi","Epipremnum aureum","Eukaryota"
"290","ncbi","Epixenosomes of",NA
"291","ncbi","Equisetum arvense","Eukaryota"
"292","ncbi","Erodium chrysanthum","Eukaryota"
"293","ncbi","Erodium pelargoniflorum","Eukaryota"
"294","ncbi","Erodium trifolium","Eukaryota"
"295","ncbi","Eruca vesicaria","Eukaryota"
"296","ncbi","Erycina pusilla","Eukaryota"
"297","ncbi","Erysipelotrichaceae UCG-002",NA
"298","ncbi","Erysipelotrichaceae UCG-003",NA
"299","ncbi","Erysipelotrichaceae UCG-004",NA
"300","ncbi","Erysipelotrichaceae UCG-006",NA
"301","ncbi","Erysipelotrichaceae UCG-007",NA
"302","ncbi","Erysipelotrichaceae UCG-008",NA
"303","ncbi","Erysipelotrichaceae UCG-009",NA
"304","ncbi","Erysipelotrichaceae UCG-010",NA
"305","ncbi","Erythranthe guttata","Eukaryota"
"306","ncbi","Eucheuma denticulatum","Eukaryota"
"307","ncbi","Euphorbia tirucalli","Eukaryota"
"308","ncbi","Eupomatia bennettii","Eukaryota"
"309","ncbi","Euptelea polyandra","Eukaryota"
"310","ncbi","euryarchaeote SCGC",NA
"311","ncbi","Eutrema salsugineum","Eukaryota"
"312","ncbi","Ewamiania TS0513",NA
"313","ncbi","Family XIII",NA
"314","ncbi","Ferrocalamus rimosivaginus","Eukaryota"
"315","ncbi","Ficus carica","Eukaryota"
"316","ncbi","Firmicutes oral",NA
"317","ncbi","Flatbergium sericeum","Eukaryota"
"318","ncbi","Fonsecaea erecta","Eukaryota"
"319","ncbi","Fonsecaea multimorphosa","Eukaryota"
"320","ncbi","Fragaria x",NA
"321","ncbi","Fraxinus excelsior","Eukaryota"
"322","ncbi","Fritillaria cirrhosa","Eukaryota"
"323","ncbi","FS140-16B-02 marine",NA
"324","ncbi","Fucus vesiculosus","Eukaryota"
"325","ncbi","FukuN18 freshwater",NA
"326","ncbi","Funaria hygrometrica","Eukaryota"
"327","ncbi","Fusarium circinatum","Eukaryota"
"328","ncbi","Fusarium mangiferae","Eukaryota"
"329","ncbi","Fusarium solani","Eukaryota"
"330","ncbi","Fusarium temperatum","Eukaryota"
"331","ncbi","Galbulimima belgraveana","Eukaryota"
"332","ncbi","Galeola lindleyana","Eukaryota"
"333","ncbi","gamma proteobacterium","Bacteria"
"334","ncbi","Gelidium arborescens","Eukaryota"
"335","ncbi","Gelidium crinale","Eukaryota"
"336","ncbi","Gelidium elegans","Eukaryota"
"337","ncbi","Gelidium galapagense","Eukaryota"
"338","ncbi","Gelidium isabelae","Eukaryota"
"339","ncbi","Gelidium sclerophyllum","Eukaryota"
"340","ncbi","Gelidium sinicola","Eukaryota"
"341","ncbi","Gelidium vagum","Eukaryota"
"342","ncbi","Genlisea aurea","Eukaryota"
"343","ncbi","Geranium brycei","Eukaryota"
"344","ncbi","Geranium himalayense","Eukaryota"
"345","ncbi","Geranium macrorrhizum","Eukaryota"
"346","ncbi","Geranium maderense","Eukaryota"
"347","ncbi","Gerbera hybrid",NA
"348","ncbi","Ginkgo biloba","Eukaryota"
"349","ncbi","GKS98 freshwater",NA
"350","ncbi","Gleditsia sinensis","Eukaryota"
"351","ncbi","Glycine max","Eukaryota"
"352","ncbi","Gnetum gnemon","Eukaryota"
"353","ncbi","Gnetum montanum","Eukaryota"
"354","ncbi","Gossypium arboreum","Eukaryota"
"355","ncbi","Gossypium barbadense","Eukaryota"
"356","ncbi","Gossypium harknessii","Eukaryota"
"357","ncbi","Gossypium hirsutum","Eukaryota"
"358","ncbi","Gossypium raimondii","Eukaryota"
"359","ncbi","Gracilaria changii","Eukaryota"
"360","ncbi","Gracilaria chilensis","Eukaryota"
"361","ncbi","Gracilaria chorda","Eukaryota"
"362","ncbi","Gracilaria salicornia","Eukaryota"
"363","ncbi","Gracilaria vermiculophylla","Eukaryota"
"364","ncbi","Gracilariophila oryzoides","Eukaryota"
"365","ncbi","Gracilariopsis andersonii","Eukaryota"
"366","ncbi","Gracilariopsis lemaneiformis","Eukaryota"
"367","ncbi","Graminella nigrifrons","Eukaryota"
"368","ncbi","Grateloupia angusta","Eukaryota"
"369","ncbi","Grateloupia catenata","Eukaryota"
"370","ncbi","Grateloupia filicina","Eukaryota"
"371","ncbi","Grateloupia lanceola","Eukaryota"
"372","ncbi","Grateloupia livida","Eukaryota"
"373","ncbi","Grateloupia taiwanensis","Eukaryota"
"374","ncbi","Grateloupia turuturu","Eukaryota"
"375","ncbi","Grylloblatta bifratrilecta","Eukaryota"
"376","ncbi","Gyrocarpus americanus","Eukaryota"
"377","ncbi","Haemonchus placei","Eukaryota"
"378","ncbi","Haloleptolyngbya KR2005-106",NA
"379","ncbi","halophilic archaeon","Archaea"
"380","ncbi","Halotia CENA158",NA
"381","ncbi","Hedycarya arborea","Eukaryota"
"382","ncbi","Hedyosmum arborescens","Eukaryota"
"383","ncbi","Helianthus annuus","Eukaryota"
"384","ncbi","Helosis cayennensis","Eukaryota"
"385","ncbi","Hernandia ovigera","Eukaryota"
"386","ncbi","Hesperelaea palmeri","Eukaryota"
"387","ncbi","Heterosigma akashiwo","Eukaryota"
"388","ncbi","Hevea brasiliensis","Eukaryota"
"389","ncbi","hgcI clade",NA
"390","ncbi","Hibiscus syriacus","Eukaryota"
"391","ncbi","Hildenbrandia rubra","Eukaryota"
"392","ncbi","Hirsutella minnesotensis","Eukaryota"
"393","ncbi","Hirtella physophora","Eukaryota"
"394","ncbi","Hirtella racemosa","Eukaryota"
"395","ncbi","Histiona aroides","Eukaryota"
"396","ncbi","hoa5-07d05 gut",NA
"397","ncbi","Hordeum bulbosum","Eukaryota"
"398","ncbi","Hordeum pubiflorum","Eukaryota"
"399","ncbi","Hordeum vulgare","Eukaryota"
"400","ncbi","Hortonia floribunda","Eukaryota"
"401","ncbi","Houttuynia cordata","Eukaryota"
"402","ncbi","HSB OF53-F07",NA
"403","ncbi","Humulus lupulus","Eukaryota"
"404","ncbi","Huperzia lucidula","Eukaryota"
"405","ncbi","Hydnora africana","Eukaryota"
"406","ncbi","Hylocomiastrum pyrenaicum","Eukaryota"
"407","ncbi","Hyoscyamus niger","Eukaryota"
"408","ncbi","Hypnum imponens","Eukaryota"
"409","ncbi","Hypomyces aurantius","Eukaryota"
"410","ncbi","Hypomyces chrysospermus","Eukaryota"
"411","ncbi","Hypseocharis pimpinellifolia","Eukaryota"
"412","ncbi","Hypsibius dujardini","Eukaryota"
"413","ncbi","Idiospermum australiense","Eukaryota"
"414","ncbi","Illicium floridanum","Eukaryota"
"415","ncbi","Incertae Sedis",NA
"416","ncbi","Iphinoe LOS-B1",NA
"417","ncbi","Ipomoea batatas","Eukaryota"
"418","ncbi","Ipomoea purpurea","Eukaryota"
"419","ncbi","Isaria tenuipes","Eukaryota"
"420","ncbi","Isoetes engelmannii","Eukaryota"
"421","ncbi","Isoetes histrix","Eukaryota"
"422","ncbi","Isoetes taiwanensis","Eukaryota"
"423","ncbi","Jakoba bahamiensis","Eukaryota"
"424","ncbi","Jakoba libera","Eukaryota"
"425","ncbi","Jatropha curcas","Eukaryota"
"426","ncbi","JCM 18997",NA
"427","ncbi","JGI 0001001-H03",NA
"428","ncbi","JTB255 marine",NA
"429","ncbi","Juncus effusus","Eukaryota"
"430","ncbi","Juniperus virginiana","Eukaryota"
"431","ncbi","Kadsura japonica","Eukaryota"
"432","ncbi","Kamptonema BDU",NA
"433","ncbi","Kamptonema PCC-6407",NA
"434","ncbi","Kappaphycus alvarezii","Eukaryota"
"435","ncbi","Kappaphycus striatus","Eukaryota"
"436","ncbi","Lachnoclostridium 1",NA
"437","ncbi","Lachnoclostridium 10",NA
"438","ncbi","Lachnoclostridium 12",NA
"439","ncbi","Lachnoclostridium 5",NA
"440","ncbi","Lachnospiraceae AC2044",NA
"441","ncbi","Lachnospiraceae FCS020",NA
"442","ncbi","Lachnospiraceae FE2018",NA
"443","ncbi","Lachnospiraceae NC2004",NA
"444","ncbi","Lachnospiraceae ND3007",NA
"445","ncbi","Lachnospiraceae NK3A20",NA
"446","ncbi","Lachnospiraceae NK4A136",NA
"447","ncbi","Lachnospiraceae NK4B4",NA
"448","ncbi","Lachnospiraceae UCG-001",NA
"449","ncbi","Lachnospiraceae UCG-002",NA
"450","ncbi","Lachnospiraceae UCG-003",NA
"451","ncbi","Lachnospiraceae UCG-004",NA
"452","ncbi","Lachnospiraceae UCG-006",NA
"453","ncbi","Lachnospiraceae UCG-007",NA
"454","ncbi","Lachnospiraceae UCG-008",NA
"455","ncbi","Lachnospiraceae UCG-009",NA
"456","ncbi","Lachnospiraceae UCG-010",NA
"457","ncbi","Lachnospiraceae XPB1014",NA
"458","ncbi","Lactoris fernandeziana","Eukaryota"
"459","ncbi","Lactuca sativa","Eukaryota"
"460","ncbi","Lactuca serriola","Eukaryota"
"461","ncbi","Lardizabala biternata","Eukaryota"
"462","ncbi","Laurus nobilis","Eukaryota"
"463","ncbi","Lecanicillium muscarium","Eukaryota"
"464","ncbi","Lecanicillium saksenae","Eukaryota"
"465","ncbi","Lecanora strobilina","Eukaryota"
"466","ncbi","Lens culinaris","Eukaryota"
"467","ncbi","Lepidoceras chilense","Eukaryota"
"468","ncbi","Leptococcus JA-3-3Ab",NA
"469","ncbi","Leptogium hirsutum","Eukaryota"
"470","ncbi","Leptographium lundbergii","Eukaryota"
"471","ncbi","Leptographium truncatum","Eukaryota"
"472","ncbi","Letharia columbiana","Eukaryota"
"473","ncbi","Licania alba","Eukaryota"
"474","ncbi","Licania heteromorpha","Eukaryota"
"475","ncbi","Licania sprucei","Eukaryota"
"476","ncbi","Lilium hybrid",NA
"477","ncbi","Limnolyngbya CHAB4449",NA
"478","ncbi","Linum usitatissimum","Eukaryota"
"479","ncbi","Liriodendron tulipifera","Eukaryota"
"480","ncbi","Litchi chinensis","Eukaryota"
"481","ncbi","LNR A2-18",NA
"482","ncbi","Lolium perenne","Eukaryota"
"483","ncbi","Lophophytum mirabile","Eukaryota"
"484","ncbi","Loriellopsis LF-B5",NA
"485","ncbi","Lotus japonicus","Eukaryota"
"486","ncbi","Loxostege sticticalis","Eukaryota"
"487","ncbi","Luffa aegyptiaca","Eukaryota"
"488","ncbi","Lupinus angustifolius","Eukaryota"
"489","ncbi","Lupinus luteus","Eukaryota"
"490","ncbi","Lusitaniella LEGE",NA
"491","ncbi","Lytechinus variegatus","Eukaryota"
"492","ncbi","M2PB4-61 termite",NA
"493","ncbi","M2PT2-76 termite",NA
"494","ncbi","Macadamia integrifolia","Eukaryota"
"495","ncbi","Macropereiopus parvus","Eukaryota"
"496","ncbi","Magnolia grandiflora","Eukaryota"
"497","ncbi","Malawimonas californiana","Eukaryota"
"498","ncbi","Malawimonas jakobiformis","Eukaryota"
"499","ncbi","Malus domestica","Eukaryota"
"500","ncbi","Malus hupehensis","Eukaryota"
"501","ncbi","Mangifera indica","Eukaryota"
"502","ncbi","Marchantia paleacea","Eukaryota"
"503","ncbi","marine actinobacterium",NA
"504","ncbi","Marine Group",NA
"505","ncbi","marine group",NA
"506","ncbi","Marine Methylotrophic",NA
"507","ncbi","Masdevallia picturata","Eukaryota"
"508","ncbi","Mauloutchia chapelieri","Eukaryota"
"509","ncbi","Maytenus hookeri","Eukaryota"
"510","ncbi","Mazzaella japonica","Eukaryota"
"511","ncbi","MB11C04 marine",NA
"512","ncbi","Medicago truncatula","Eukaryota"
"513","ncbi","Megaceros tosanus","Eukaryota"
"514","ncbi","Meliosma squamulata","Eukaryota"
"515","ncbi","Melita plumulosa","Eukaryota"
"516","ncbi","Mesembryanthemum crystallinum","Eukaryota"
"517","ncbi","Mesostigma viride","Eukaryota"
"518","ncbi","Metarhizium anisopliae","Eukaryota"
"519","ncbi","Metarhizium robertsii","Eukaryota"
"520","ncbi","Methanomicrobia archaeon",NA
"521","ncbi","Microseira Carmichael-Alabama","Eukaryota"
"522","ncbi","Microsporum canis","Eukaryota"
"523","ncbi","Millettia pinnata","Eukaryota"
"524","ncbi","Mitrastemon kanehirai","Eukaryota"
"525","ncbi","mixed culture",NA
"526","ncbi","MN 122.2a",NA
"527","ncbi","Momordica charantia","Eukaryota"
"528","ncbi","Monotropastrum humile","Eukaryota"
"529","ncbi","Monsonia emarginata","Eukaryota"
"530","ncbi","Monsonia vanderietiae","Eukaryota"
"531","ncbi","Moorea 3L",NA
"532","ncbi","Morus alba","Eukaryota"
"533","ncbi","Morus notabilis","Eukaryota"
"534","ncbi","Musa ABB",NA
"535","ncbi","Musa acuminata","Eukaryota"
"536","ncbi","Musa itinerans","Eukaryota"
"537","ncbi","MWH-UniP1 aquatic",NA
"538","ncbi","Myristica fragrans","Eukaryota"
"539","ncbi","Nageia nagi","Eukaryota"
"540","ncbi","Nannizzia nana","Eukaryota"
"541","ncbi","Nannochloropsis granulata","Eukaryota"
"542","ncbi","Nannochloropsis limnetica","Eukaryota"
