"","db","query","superkingdom"
"191","ncbi","actinobacterium FJ4JKDS9","Bacteria"
"192","ncbi","actinobacterium FJ5JKDS23","Bacteria"
"193","ncbi","actinobacterium FJGKDS8","Bacteria"
"194","ncbi","actinobacterium FJYKDS10","Bacteria"
"195","ncbi","actinobacterium FJYKDS6","Bacteria"
"196","ncbi","actinobacterium FJYKDS7","Bacteria"
"197","ncbi","actinobacterium G7_8_4BO2","Bacteria"
"198","ncbi","actinobacterium gap-d-10","Bacteria"
"199","ncbi","actinobacterium GH27","Bacteria"
"200","ncbi","actinobacterium H524","Bacteria"
"201","ncbi","actinobacterium H531","Bacteria"
"202","ncbi","actinobacterium H532","Bacteria"
"203","ncbi","actinobacterium HA1","Bacteria"
"204","ncbi","actinobacterium HA-est-Is48-14","Bacteria"
"205","ncbi","actinobacterium HE16","Bacteria"
"206","ncbi","actinobacterium HE18","Bacteria"
"207","ncbi","actinobacterium HE55","Bacteria"
"208","ncbi","actinobacterium HE9","Bacteria"
"209","ncbi","actinobacterium HL9","Bacteria"
"210","ncbi","actinobacterium HM2GKDS23","Bacteria"
"211","ncbi","actinobacterium HM2JKDS10","Bacteria"
"212","ncbi","actinobacterium HM2JKDS12","Bacteria"
"213","ncbi","actinobacterium HM2JKDS9","Bacteria"
"214","ncbi","actinobacterium HM3YKDS8","Bacteria"
"215","ncbi","actinobacterium HMJKDS1","Bacteria"
"216","ncbi","actinobacterium HMYKDS15","Bacteria"
"217","ncbi","actinobacterium HRG6","Bacteria"
"218","ncbi","actinobacterium HSr1","Bacteria"
"219","ncbi","actinobacterium HSr10","Bacteria"
"220","ncbi","actinobacterium HSr11","Bacteria"
"221","ncbi","actinobacterium HSr13","Bacteria"
"222","ncbi","actinobacterium HSr15","Bacteria"
"223","ncbi","actinobacterium HSr16","Bacteria"
"224","ncbi","actinobacterium HSr6","Bacteria"
"225","ncbi","actinobacterium HSr7","Bacteria"
"226","ncbi","actinobacterium HV3","Bacteria"
"227","ncbi","actinobacterium HW16","Bacteria"
"228","ncbi","actinobacterium HW27","Bacteria"
"229","ncbi","actinobacterium HW3","Bacteria"
"230","ncbi","actinobacterium HW66","Bacteria"
"231","ncbi","actinobacterium HW8","Bacteria"
"232","ncbi","actinobacterium ice-oil-317","Bacteria"
"233","ncbi","actinobacterium INA10","Bacteria"
"234","ncbi","actinobacterium INA12","Bacteria"
"235","ncbi","actinobacterium INA14","Bacteria"
"236","ncbi","actinobacterium INA18","Bacteria"
"237","ncbi","actinobacterium INA20","Bacteria"
"238","ncbi","actinobacterium INA24","Bacteria"
"239","ncbi","actinobacterium INA4","Bacteria"
"240","ncbi","actinobacterium INA8","Bacteria"
"241","ncbi","actinobacterium IR1","Bacteria"
"242","ncbi","actinobacterium J10","Bacteria"
"243","ncbi","actinobacterium J11","Bacteria"
"244","ncbi","actinobacterium J12","Bacteria"
"245","ncbi","actinobacterium J14","Bacteria"
"246","ncbi","actinobacterium J16","Bacteria"
"247","ncbi","actinobacterium J17","Bacteria"
"248","ncbi","actinobacterium J18","Bacteria"
"249","ncbi","actinobacterium J19","Bacteria"
"250","ncbi","actinobacterium J21","Bacteria"
"251","ncbi","actinobacterium J27","Bacteria"
"252","ncbi","actinobacterium J28","Bacteria"
"253","ncbi","actinobacterium J34","Bacteria"
"254","ncbi","actinobacterium J40","Bacteria"
"255","ncbi","actinobacterium J41","Bacteria"
"256","ncbi","actinobacterium J46","Bacteria"
"257","ncbi","actinobacterium J5","Bacteria"
"258","ncbi","actinobacterium J50","Bacteria"
"259","ncbi","actinobacterium J52","Bacteria"
"260","ncbi","actinobacterium J53","Bacteria"
"261","ncbi","actinobacterium J55","Bacteria"
"262","ncbi","actinobacterium J6","Bacteria"
"263","ncbi","actinobacterium J60","Bacteria"
"264","ncbi","actinobacterium J65","Bacteria"
"265","ncbi","actinobacterium J70","Bacteria"
"266","ncbi","actinobacterium J72","Bacteria"
"267","ncbi","actinobacterium J73","Bacteria"
"268","ncbi","actinobacterium J77","Bacteria"
"269","ncbi","actinobacterium J8","Bacteria"
"270","ncbi","actinobacterium J82","Bacteria"
"271","ncbi","actinobacterium J83","Bacteria"
"272","ncbi","actinobacterium J9","Bacteria"
"273","ncbi","actinobacterium J90","Bacteria"
"274","ncbi","actinobacterium J93","Bacteria"
"275","ncbi","actinobacterium J95","Bacteria"
"276","ncbi","actinobacterium J96","Bacteria"
"277","ncbi","actinobacterium JS14","Bacteria"
"278","ncbi","actinobacterium K15","Bacteria"
"279","ncbi","actinobacterium K20","Bacteria"
"280","ncbi","actinobacterium K21","Bacteria"
"281","ncbi","actinobacterium K2(2012)",NA
"282","ncbi","actinobacterium K4-07A","Bacteria"
"283","ncbi","actinobacterium KF020","Bacteria"
"284","ncbi","actinobacterium KF029","Bacteria"
"285","ncbi","actinobacterium KF065","Bacteria"
"286","ncbi","actinobacterium KFC-24","Bacteria"
"287","ncbi","actinobacterium kmd_008","Bacteria"
"288","ncbi","actinobacterium kmd_043","Bacteria"
"289","ncbi","actinobacterium kmd_065","Bacteria"
"290","ncbi","actinobacterium kmd_070","Bacteria"
"291","ncbi","actinobacterium kmd_071","Bacteria"
"292","ncbi","actinobacterium kmd_072","Bacteria"
"293","ncbi","actinobacterium kmd_076","Bacteria"
"294","ncbi","actinobacterium kmd_078","Bacteria"
"295","ncbi","actinobacterium kmd_116","Bacteria"
"296","ncbi","actinobacterium kmd_123","Bacteria"
"297","ncbi","actinobacterium kmd_151","Bacteria"
"298","ncbi","actinobacterium kmd_152","Bacteria"
"299","ncbi","actinobacterium kmd_217","Bacteria"
"300","ncbi","actinobacterium kmd_222","Bacteria"
"301","ncbi","actinobacterium kmd_278","Bacteria"
"302","ncbi","actinobacterium kmd_307","Bacteria"
"303","ncbi","actinobacterium kmd_323","Bacteria"
"304","ncbi","actinobacterium kmd_332","Bacteria"
"305","ncbi","actinobacterium kmd_340","Bacteria"
"306","ncbi","actinobacterium kmd_360","Bacteria"
"307","ncbi","actinobacterium Lad_11K","Bacteria"
"308","ncbi","actinobacterium LaPpAH173","Bacteria"
"309","ncbi","actinobacterium LaPpAH190","Bacteria"
"310","ncbi","actinobacterium LC365","Bacteria"
"311","ncbi","actinobacterium LH15","Bacteria"
"312","ncbi","actinobacterium LH19","Bacteria"
"313","ncbi","actinobacterium LLX17","Bacteria"
"314","ncbi","actinobacterium M10","Bacteria"
"315","ncbi","actinobacterium M53","Bacteria"
"316","ncbi","actinobacterium M76","Bacteria"
"317","ncbi","actinobacterium M77","Bacteria"
"318","ncbi","actinobacterium M8","Bacteria"
"319","ncbi","actinobacterium MAT3","Bacteria"
"320","ncbi","actinobacterium MES16","Bacteria"
"321","ncbi","actinobacterium MH1-1","Bacteria"
"322","ncbi","actinobacterium MH1-2","Bacteria"
"323","ncbi","actinobacterium MH2-2","Bacteria"
"324","ncbi","actinobacterium MH28","Bacteria"
"325","ncbi","actinobacterium MH3-1","Bacteria"
"326","ncbi","actinobacterium MH3-2","Bacteria"
"327","ncbi","actinobacterium MH3-3","Bacteria"
"328","ncbi","actinobacterium MH3-4","Bacteria"
"329","ncbi","actinobacterium MH3-5","Bacteria"
"330","ncbi","actinobacterium MH3-6","Bacteria"
"331","ncbi","actinobacterium MH6","Bacteria"
"332","ncbi","actinobacterium MSI051","Bacteria"
"333","ncbi","actinobacterium MSI70","Bacteria"
"334","ncbi","actinobacterium MWH-Aus1","Bacteria"
"335","ncbi","actinobacterium MWH-Bo1","Bacteria"
"336","ncbi","actinobacterium MWH-HuqW11","Bacteria"
"337","ncbi","actinobacterium MWH-Mo1","Bacteria"
"338","ncbi","actinobacterium MWH-Mo2","Bacteria"
"339","ncbi","actinobacterium MWH-Mo3","Bacteria"
"340","ncbi","actinobacterium MWH-NPG1","Bacteria"
"341","ncbi","actinobacterium MWH-Po1","Bacteria"
"342","ncbi","actinobacterium MWH-Ta1","Bacteria"
"343","ncbi","actinobacterium MWH-Ta2","Bacteria"
"344","ncbi","actinobacterium MWH-Ta3","Bacteria"
"345","ncbi","actinobacterium MWH-Ta3y","Bacteria"
"346","ncbi","actinobacterium MWH-Ta4","Bacteria"
"347","ncbi","actinobacterium MWH-Tana7","Bacteria"
"348","ncbi","actinobacterium MWH-TaSIIW17","Bacteria"
"349","ncbi","actinobacterium MWH-Uga1","Bacteria"
"350","ncbi","actinobacterium MWH-Uga2","Bacteria"
"351","ncbi","actinobacterium MWH-Wo1","Bacteria"
"352","ncbi","actinobacterium ND2ZKDS4","Bacteria"
"353","ncbi","actinobacterium ND2ZKDS5","Bacteria"
"354","ncbi","actinobacterium ND2ZKDS51","Bacteria"
"355","ncbi","actinobacterium NDZKDS15","Bacteria"
"356","ncbi","actinobacterium NDZKDS16","Bacteria"
"357","ncbi","actinobacterium NDZKDS2","Bacteria"
"358","ncbi","actinobacterium NDZKDS22","Bacteria"
"359","ncbi","actinobacterium NDZKDS32","Bacteria"
"360","ncbi","actinobacterium NDZKDS33","Bacteria"
"361","ncbi","actinobacterium NDZKDS34","Bacteria"
"362","ncbi","actinobacterium NDZKDS45","Bacteria"
"363","ncbi","actinobacterium NDZKDS46","Bacteria"
"364","ncbi","actinobacterium NDZKDS47","Bacteria"
"365","ncbi","actinobacterium NDZKDS53","Bacteria"
"366","ncbi","actinobacterium NDZKDS67","Bacteria"
"367","ncbi","actinobacterium NDZKDS70","Bacteria"
"368","ncbi","actinobacterium NDZKDS72","Bacteria"
"369","ncbi","actinobacterium NDZKDS8","Bacteria"
"370","ncbi","actinobacterium NZ2","Bacteria"
"371","ncbi","actinobacterium NZ3","Bacteria"
"372","ncbi","actinobacterium OR-221","Bacteria"
"373","ncbi","actinobacterium OR-23","Bacteria"
"374","ncbi","actinobacterium OR-26","Bacteria"
"375","ncbi","actinobacterium OR-28","Bacteria"
"376","ncbi","actinobacterium P1","Bacteria"
"377","ncbi","actinobacterium P19","Bacteria"
"378","ncbi","actinobacterium P2","Bacteria"
"379","ncbi","actinobacterium P20","Bacteria"
"380","ncbi","actinobacterium P23","Bacteria"
"381","ncbi","actinobacterium P6","Bacteria"
"382","ncbi","actinobacterium PB90-4","Bacteria"
"383","ncbi","actinobacterium PB90-5","Bacteria"
"384","ncbi","actinobacterium PC7","Bacteria"
"385","ncbi","actinobacterium PH26","Bacteria"
"386","ncbi","actinobacterium PH33","Bacteria"
"387","ncbi","actinobacterium PI_GH1.1.B5","Bacteria"
"388","ncbi","actinobacterium PI_GH2.1.C2","Bacteria"
"389","ncbi","actinobacterium PII_GH2.2.C11","Bacteria"
"390","ncbi","actinobacterium PM0525875","Bacteria"
"391","ncbi","actinobacterium PVJL","Bacteria"
"392","ncbi","actinobacterium PY","Bacteria"
"393","ncbi","actinobacterium R10","Bacteria"
"394","ncbi","actinobacterium R101","Bacteria"
"395","ncbi","actinobacterium R109","Bacteria"
"396","ncbi","actinobacterium R118","Bacteria"
"397","ncbi","actinobacterium R120","Bacteria"
"398","ncbi","actinobacterium R13","Bacteria"
"399","ncbi","actinobacterium R13(2015)",NA
"400","ncbi","actinobacterium R133","Bacteria"
"401","ncbi","actinobacterium R16","Bacteria"
"402","ncbi","actinobacterium R16-2","Bacteria"
"403","ncbi","actinobacterium R16-4","Bacteria"
"404","ncbi","actinobacterium R16-5","Bacteria"
"405","ncbi","actinobacterium R20","Bacteria"
"406","ncbi","actinobacterium R21","Bacteria"
"407","ncbi","actinobacterium R25","Bacteria"
"408","ncbi","actinobacterium R26","Bacteria"
"409","ncbi","actinobacterium R30","Bacteria"
"410","ncbi","actinobacterium R34","Bacteria"
"411","ncbi","actinobacterium R35","Bacteria"
"412","ncbi","actinobacterium R-36375","Bacteria"
"413","ncbi","actinobacterium R-36733","Bacteria"
"414","ncbi","actinobacterium R-36750","Bacteria"
"415","ncbi","actinobacterium R-38315","Bacteria"
"416","ncbi","actinobacterium R42","Bacteria"
"417","ncbi","actinobacterium R48","Bacteria"
"418","ncbi","actinobacterium R56","Bacteria"
"419","ncbi","actinobacterium R59","Bacteria"
"420","ncbi","actinobacterium R62","Bacteria"
"421","ncbi","actinobacterium R63","Bacteria"
"422","ncbi","actinobacterium R70","Bacteria"
"423","ncbi","actinobacterium R75","Bacteria"
"424","ncbi","actinobacterium R8","Bacteria"
"425","ncbi","actinobacterium R81","Bacteria"
"426","ncbi","actinobacterium R83","Bacteria"
"427","ncbi","actinobacterium R84","Bacteria"
"428","ncbi","actinobacterium R92","Bacteria"
"429","ncbi","actinobacterium R95","Bacteria"
"430","ncbi","actinobacterium RBE2CD-53","Bacteria"
"431","ncbi","actinobacterium S11","Bacteria"
"432","ncbi","actinobacterium S12","Bacteria"
"433","ncbi","actinobacterium S13","Bacteria"
"434","ncbi","actinobacterium S17","Bacteria"
"435","ncbi","actinobacterium S19","Bacteria"
"436","ncbi","actinobacterium S20","Bacteria"
"437","ncbi","actinobacterium S22","Bacteria"
"438","ncbi","actinobacterium S23","Bacteria"
"439","ncbi","actinobacterium S26","Bacteria"
"440","ncbi","actinobacterium S27","Bacteria"
"441","ncbi","actinobacterium S28","Bacteria"
"442","ncbi","actinobacterium S3","Bacteria"
"443","ncbi","actinobacterium S31","Bacteria"
"444","ncbi","actinobacterium S32","Bacteria"
"445","ncbi","actinobacterium S33","Bacteria"
"446","ncbi","actinobacterium S5","Bacteria"
"447","ncbi","actinobacterium S7","Bacteria"
"448","ncbi","actinobacterium SAK7","Bacteria"
"449","ncbi","actinobacterium SCGC",NA
"450","ncbi","actinobacterium SDT100","Bacteria"
"451","ncbi","actinobacterium SF40","Bacteria"
"452","ncbi","actinobacterium SM36","Bacteria"
"453","ncbi","actinobacterium SM41","Bacteria"
"454","ncbi","actinobacterium SM45","Bacteria"
"455","ncbi","actinobacterium SM48","Bacteria"
"456","ncbi","actinobacterium SOC",NA
"457","ncbi","actinobacterium ss-Acetyl-04PA2-28e","Bacteria"
"458","ncbi","actinobacterium SUWAF012","Bacteria"
"459","ncbi","actinobacterium T10","Bacteria"
"460","ncbi","actinobacterium TB3-11-I","Bacteria"
"461","ncbi","actinobacterium TB3-4-I","Bacteria"
"462","ncbi","actinobacterium TB4-12-I","Bacteria"
"463","ncbi","actinobacterium TB4-13-I","Bacteria"
"464","ncbi","actinobacterium TB7","Bacteria"
"465","ncbi","actinobacterium TB8","Bacteria"
"466","ncbi","actinobacterium TC4","Bacteria"
"467","ncbi","actinobacterium TE13","Bacteria"
"468","ncbi","actinobacterium TSBY-90","Bacteria"
"469","ncbi","actinobacterium UF001","Bacteria"
"470","ncbi","actinobacterium UF004","Bacteria"
"471","ncbi","actinobacterium UF005","Bacteria"
"472","ncbi","actinobacterium USH14","Bacteria"
"473","ncbi","actinobacterium USH15","Bacteria"
"474","ncbi","actinobacterium USH20","Bacteria"
"475","ncbi","actinobacterium VeCb6","Bacteria"
"476","ncbi","actinobacterium VSA40","Bacteria"
"477","ncbi","actinobacterium WB2","Bacteria"
"478","ncbi","actinobacterium WJ25","Bacteria"
"479","ncbi","actinobacterium WWH12","Bacteria"
"480","ncbi","actinobacterium XFoLe8","Bacteria"
"481","ncbi","actinobacterium XK3JKDS13","Bacteria"
"482","ncbi","actinobacterium XK4JKDS15","Bacteria"
"483","ncbi","actinobacterium XKGKDS23","Bacteria"
"484","ncbi","actinobacterium YCZKDS1","Bacteria"
"485","ncbi","actinobacterium YH58","Bacteria"
"486","ncbi","actinobacterium YH6","Bacteria"
"487","ncbi","actinobacterium YH66","Bacteria"
"488","ncbi","actinobacterium YH73","Bacteria"
"489","ncbi","actinobacterium YIM",NA
"490","ncbi","actinobacterium YJ11","Bacteria"
"491","ncbi","actinobacterium YJ15","Bacteria"
"492","ncbi","actinobacterium YJ16","Bacteria"
"493","ncbi","actinobacterium YJ2","Bacteria"
"494","ncbi","actinobacterium YJ6","Bacteria"
"495","ncbi","actinobacterium YJ8","Bacteria"
"496","ncbi","actinobacterium YM22-133","Bacteria"
"497","ncbi","actinobacterium YNPRH1P-1","Bacteria"
"498","ncbi","actinobacterium YWYKDS1","Bacteria"
"499","ncbi","actinobacterium YWYKDS2","Bacteria"
"500","ncbi","actinobacterium YWZKDS1","Bacteria"
"501","ncbi","actinobacterium YWZKDS4","Bacteria"
"502","ncbi","actinobacterium YWZKDS6","Bacteria"
"503","ncbi","actinobacterium ZXY001","Bacteria"
"504","ncbi","actinobacterium ZXY002","Bacteria"
"505","ncbi","actinobacterium ZXY003","Bacteria"
"506","ncbi","actinobacterium ZXY004","Bacteria"
"507","ncbi","actinobacterium ZXY005","Bacteria"
"508","ncbi","actinobacterium ZXY006","Bacteria"
"509","ncbi","actinobacterium ZXY007","Bacteria"
"510","ncbi","actinobacterium ZXY008","Bacteria"
"511","ncbi","actinobacterium ZXY009","Bacteria"
"512","ncbi","actinobacterium ZXY010","Bacteria"
"513","ncbi","actinobacterium ZXY011","Bacteria"
"514","ncbi","actinobacterium ZXY012","Bacteria"
"515","ncbi","actinobacterium ZXY013","Bacteria"
"516","ncbi","actinobacterium ZXY014","Bacteria"
"517","ncbi","actinobacterium ZXY015","Bacteria"
"518","ncbi","actinobacterium ZXY016","Bacteria"
"519","ncbi","actinobacterium ZXY017","Bacteria"
"520","ncbi","actinobacterium ZXY018","Bacteria"
"521","ncbi","actinobacterium ZXY019","Bacteria"
"522","ncbi","actinobacterium ZXY021","Bacteria"
"523","ncbi","actinobacterium ZXY022","Bacteria"
"524","ncbi","actinobacterium ZXY023","Bacteria"
"525","ncbi","actinobacterium ZXY024","Bacteria"
"526","ncbi","actinobacterium ZXY025","Bacteria"
"527","ncbi","actinobacterium ZXY026","Bacteria"
"528","ncbi","actinobacterium ZXY027","Bacteria"
"529","ncbi","actinobacterium ZXY028","Bacteria"
"530","ncbi","actinobacterium ZXY029","Bacteria"
"531","ncbi","actinobacterium ZXY030","Bacteria"
"532","ncbi","actinobacterium ZXY031","Bacteria"
"533","ncbi","actinobacterium ZXY032","Bacteria"
