Abiotrophia para-adiacens
Brevibacterium aureum
Brevibacterium equis
Brevibacterium flavum
Brevibacterium frigoritolerans
Brevibacterium halotolerans
Brevibacterium H-BE7
Brooklawnia massiliensis
Brugia timori
Burkholderia australis
Burkholderia novacaledonica
Burkholderia paludis
Burkholderia rinojensis
Burkholderia ultramafica
Butyribacterium methylotrophicum
Butyrivibrio cf.
Bythopirellula goksoyri
Caecibacter massiliensis
Caenorhabditis brenneri
Caenorhabditis elegans
Caenorhabditis remanei
Calanus glacialis
Caldanaerobacter proteolyticus
Caldanaerocella colombiensis
Caldococcus noboribetus
Caldora penicillata
Calenema singularis
Calligrapha confluens
Caloramator uzoniensis
Calothrix anomala
Calothrix brevissima
Calothrix contarenii
Calothrix desertica
Calothrix dolichomeres
Calothrix linearis
Calothrix membranacea
Calothrix parietina
Calothrix scopulorum
Calyptogena fausta
Calyptogena fossajaponica
Calyptogena nautilei
Calyptogena pacifica
Calyptogena phaseoliformis
Camelus dromedarius
Campylobacter cf.
Campylobacter faecalis
Capra hircus
Capsicum annuum
Carboxydocella ferrireducens
Carnococcus allantoicus
Casaltella massiliensis
Castanea mollissima
Catellatospora aurea
Catellatospora yuxiensis
Catellibacterium terrae
Catenulispora cavernae
Cathayosporangium alboflavum
C. burnetii
CDC Group
Cellulomonadaceae str.
Cellulomonas parahominis
Cellulomonas septica
Cenchrus americanus
Centruroides exilicauda
Cephalothrix komarekiana
Cephalothrix lacustris
Cephus cinctus
Ceratina chalybea
CFB group
Chaetosphaeridium globosum
Chakia ciliosa
Chalicogloea cavernicola
Chamaesiphon investiens
Chamaesiphon minutus
Chamaesiphon polonicus
Chamaesiphon subglobosus
chicken intestinal
chimeric sequence
chironomid egg
Chitinophaga cf.
Chlamydia caviae
Chlamydia cf.
Chlamydia ibidis
Chlamydomonas debaryana
Chlorobium gokarna
Chlorocebus sabaeus
Chlorogloea microcystoides
Chlorogloea purpurea
Christensenella massiliensis
Christensenella timonensis
Chromera velia
Chromobacterium lividum
Chromohalobacter thailandensis
Chroococcales cyanobacterium
Chroococcidiopsis cubana
Chroococcidiopsis polansiana
Chroococcus cf.
Chroococcus minutus
Chroococcus turgidus
Chryseobacterium chengduensis
Chryseobacterium daejeonense
Chryseobacterium isbiliense
Chryseobacterium kwangyangense
Chryseobacterium letacus
Chryseobacterium moechotypicola
Chryseobacterium panacis
Chryseobacterium stagni
Chrysosporum ovalisporum
cilia-associated respiratory
Cimanggu media
Cimex lectularius
Ciona intestinalis
Citrimicrobium luteum
Citrobacter bitternis
Citrus greening
Citrus maxima
Cladosiphon okamuranus
Clavibacter cf.
Clavigralla tomentosicollis
Cloning vector
Clonorchis sinensis
Clonothrix fusca
Clostridioides aff.
Clostridium acidurici
Clostridium aerotolerans
Clostridium aff.
Clostridium alcalibutyricum
Clostridium alcaliphilum
Clostridium aldenense
Clostridium aldrichii
Clostridium algidixylanolyticum
Clostridium alkalicellulosi
Clostridium aminobutyricum
Clostridium aminophilum
Clostridium aminovorans
Clostridium amygdalinum
Clostridium asparagiforme
Clostridium autoethanogenum
Clostridium bogorii
Clostridium boliviensis
Clostridium bolteae
Clostridium bovipellis
Clostridium caenicola
Clostridium celerecrescens
Clostridium cellobioparum
Clostridium cellulolyticum
Clostridium cellulosi
Clostridium citroniae
Clostridium clariflavum
Clostridium clostridioforme
Clostridium cocleatum
Clostridium colinum
Clostridium corinoforum
Clostridium coskatii
Clostridium crotonatovorans
Clostridium culturomicum
Clostridium dakarense
Clostridium elmenteitii
Clostridium favososporum
Clostridium fimetarium
Clostridium frigoriphilum
Clostridium fusiformis
Clostridium glycyrrhizinilyticum
Clostridium herbivorans
Clostridium hiranonis
Clostridium hungatei
Clostridium hveragerdense
Clostridium hydrogeniproducens
Clostridium hylemonae
Clostridium ihumii
Clostridium indolis
Clostridium innocuum
Clostridium islandicum
Clostridium josui
Clostridium kogasensis
Clostridium lactatifermentans
Clostridium lavalense
Clostridium leptum
Clostridium longisporum
Clostridium massiliodielmoense
Clostridium merdae
Clostridium methoxybenzovorans
Clostridium methylpentosum
Clostridium neonatale
Clostridium neopropionicum
Clostridium oroticum
Clostridium papyrosolvens
Clostridium paradoxum
Clostridium piliforme
Clostridium polynesiense
Clostridium polysaccharolyticum
Clostridium populeti
Clostridium propionicum
Clostridium proteolyticus
Clostridium purinilyticum
Clostridium ragsdalei
Clostridium rectum
Clostridium saccharogumia
Clostridium saccharolyticum
Clostridium scindens
Clostridium sordelli
Clostridium sphenoides
Clostridium spiroforme
Clostridium sporosphaeroides
Clostridium stercorarium
Clostridium straminisolvens
Clostridium sufflavum
Clostridium symbiosum
Clostridium taeniosporum
Clostridium termitidis
Clostridium thermoalcaliphilum
Clostridium thermoamylolyticum
Clostridium thermophilus
Clostridium thermosuccinogenes
Clostridium ultunense
Clostridium uzonii
Clostridium viride
Clostridium xylanolyticum
Cluster III
Coccinimonas marina
Coccinistipes vermicola
Coelomoron pusillum
Cohnella capsici
Cohnella kolymensis
Colibacter massiliensis
Colidextribacter massiliensis
Collinsella bouchesdurhonensis
Collinsella ihuae
Collinsella phocaeensis
Comamonas margaretae
Congobacterium massiliense
Coptotermes gestroi
Coralibacter albidoflavus
Corchorus olitorius
Coregonus clupeaformis
Coregonus lavaretus
Corynebacteriaceae (Coryneform
Corynebacterineae str.
Corynebacterium acetoacidophilum
Corynebacterium alkanolyticum
Corynebacterium bouchesdurhonense
Corynebacterium cf.
Corynebacterium crenatum
Corynebacterium cyclohexanicum
Corynebacterium fastidiosum
Corynebacterium fournierii
Corynebacterium genitalium
Corynebacterium H-EH3
Corynebacterium ihumii
Corynebacterium phoceense
Corynebacterium provencense
Corynebacterium pseudogenitalium
Corynebacterium segmentosum
Corynebacterium urinapleomorphum
Coturnix japonica
C. pneumoniae
Crassostrea virginica
Crinalium magnum
Crocebacterium ilecola
Croceimarina litoralis
Crocinobacterium jejui
Cryobacterium aff.
Cryocola antiquus
Cryptocercus wrighti
Cryptosaras couesi
cucurbit yellow
Culturomica massiliensis
Curtobacterium b145
Curtobacterium b163
Curtobacterium b171
Curtobacterium fangii
Curtobacterium H-ED12
Curtobacterium MG-2011-127-EX
Curtobacterium MG-2011-128-FN
Curtobacterium MG-2011-13-CA
Curtobacterium MG-2011-144-FD
Curtobacterium MG-2011-145-ES
Curtobacterium MG-2011-24-BE
Curtobacterium MG-2011-27-AM
Curtobacterium MG-2011-28-BR
Curtobacterium MG-2011-31-BS
Curtobacterium MG-2011-34-BB
Curtobacterium MG-2011-35-CO
Curtobacterium MG-2011-52-BK
Curtobacterium MG-2011-58-EM
Curtobacterium MG-2011-5-AR
Curtobacterium MG-2011-63-DB
Curtobacterium MG-2011-82-GU
Curtobacterium MG-2011-84-GV
Curtobacterium MG-2011-88-HC
Curtobacterium MG-2011-8-BQ
Curtobacterium plantarum
Cyanoarbor violascens
cyanobacterium 5X15
Cyanobacterium aponinum
cyanobacterium BACL30
cyanobacterium BECID34
cyanobacterium csf1
cyanobacterium DC-1
cyanobacterium DC-19
cyanobacterium EBD07
cyanobacterium EBD11
cyanobacterium EBD14
cyanobacterium EH-1
cyanobacterium GI-1
cyanobacterium IHB-283
cyanobacterium IHB-410
cyanobacterium NIES-2124
cyanobacterium OU_20
cyanobacterium PCC
cyanobacterium PL
cyanobacterium SC-1
cyanobacterium UTEX
cyanobacterium WSH-1
cyanobiont of
Cyanomargarita calcarea
Cyanomargarita melechinii
Cyanospira capsulata
Cyclobacteriaceae bacerium
Cycloclasticus oligotrophus
Cycloclasticus zancles
Cylindrospermopsis africana
Cylindrospermopsis catemaco
Cylindrospermopsis curvispora
Cylindrospermopsis helicoidea
Cylindrospermopsis philippinensis
Cylindrospermopsis taverae
Cylindrospermum alatosporum
Cylindrospermum catenatum
Cylindrospermum licheniforme
Cylindrospermum muscicola
Cylindrospermum siamensis
Cylindrospermum skujae
Cylindrospermum stagnale
Cylindrotheca closterium
Cymbella subturgidula
Cytophagales str.
Dactylococcopsis salina
Dactylopius coccus
Dakarella massiliensis
Danio rerio
Daphnia endosymbiotic
Daphnia magna
Dapisostemonum apicaliramis
Dechloromarinus chlorophilus
Dechloromonas aromatica
deep-sea mussel
Deferrisoma paleochoriense
Defluviitalea phaphyphila
Dehalobium chlorocoercia
Dehalococcoides related
Deinococcus aeria
Deinococcus xianganensis
Deladenus siricidicola
Delftia cf.
delta proteobacterium
Dendrocerus carpenteri
Denitratimonas tolerans
denitrifying Fe<II
Denitrobacter permanens
Denitromonas aromaticus
Denitromonas indolicum
Dermatophilus crocodyli
Desertifilum fontinale
Desertifilum salkalinema
Desmonostoc muscorum
Desnuesiella massiliensis
Desulfatimicrobium mahresensis
Desulfitobacterium dichloroeliminans
Desulfobacterium catecholicum
Desulfobacterium corrodens
Desulfobacterium zeppelinii
Desulfococcus oleovorans
Desulfotomaculum copahuensis
Desulfotomaculum guttoideum
Desulfovibrio caledoniensis
Desulfovibrio cf.
Desulfovibrio ferrophilus
Desulfovibrio hontreensis
Desulfovibrio indicus
Desulfovibrio oryzae
Desulfovibrio singaporenus
Desulfurobacterium K6013
Desulfurococcaceae archaeon
Desulfurococcales archaeon
Desulfuromonas soudanensis
Devosia ginsengisoli
Devosia hwasunensis
Devosia lucknowensis
Devosia nanyangense
Devosia terrae
Diabrotica virgifera
Diachasma alloeum
Dialister microaerophilus
Diaminobutyricimonas massiliensis
Diaphorobacter ruginosibacter
diazotroph str.
Dickeya phage
Dictyostelium deminutivum
Dictyostelium polycarpum
Dietzia dagingensis
Diplosphaera colitermitum
Dirofilaria immitis
dissimilatory selenate-respiring
Dolichospermum affine
Dolichospermum akankoense
Dolichospermum cf.
Dolichospermum circinale
Dolichospermum compactum
Dolichospermum crassum
Dolichospermum curvum
Dolichospermum ellipsoides
Dolichospermum flos-aquae
Dolichospermum heterosporum
Dolichospermum lemmermannii
Dolichospermum macrosporum
Dolichospermum mendotae
Dolichospermum minisporum
Dolichospermum mucosum
Dolichospermum planctonicum
Dolichospermum pseudocompactum
Dolichospermum sigmoideum
Dolichospermum smithii
Dolichospermum solitarium
Dolichospermum spiroides
Dolichospermum ucrainicum
Dolichospermum uruguayense
Dolichospermum viguieri
Draconibacterium filum
Drancourtella massiliensis
drinking water
Drosophila biarmipes
Drosophila bipectinata
Drosophila kikkawai
Drosophila serrata
Drosophila simulans
Drosophila suzukii
Duganella nigrescens
Duodenibacillus massiliensis
Dysgonomonas wimpennyi
Ectothiorhodospira imhoffii
Eggerthella timonensis
Ehrlichia cf.
Ehrlichia ovina
Eikelbloom type
Eikelboom Type
Eisenbergiella massiliensis
Elbe River
Emergencia timonensis
endosymbiotic eubacteria
Enorma phocaeensis
enrichment culture
Ensifer aridi
Ensifer maghrebium
Ensifer xericitae
Entamoeba histolytica
Enteractinococcus helveticum
Enteractinococcus lamae
Enteractinococcus viverrae
Enteric Group
enterobacterium dtb112
enterobacterium EA61
Enterobacter lignolyticus
Enterobacter nickellidurans
Enterobacter timonensis
Enterococcus azikeevi
Enterococcus hawaiiensis
Enterococcus inusitatus
Enterococcus massiliensis
Enterococcus pernyi
Enterococcus xinjiangensis
Entomophthora muscae
Eogystia hippophaecolus
Epeolus variegatus
Ephemera danica
Epinephelus fuscoguttatus
epsilon proteobacterium
Eriocheir sinensis
Erwinia soli
Erysipelatoclostridium ramosum
Erysipelothrix muris
Erythrobacter mathurensis
Erythrobacter piscidermidis
Escherichia senegalensis
Essigella californica
Estrella lausannensis
Euanodontia ovum
Eubacteriaceae oral
Eubacterium angustum
Eubacterium brachy
Eubacterium budayi
Eubacterium cellulosolvens
Eubacterium combesii
Eubacterium contortum
Eubacterium dolichum
Eubacterium eligens
Eubacterium fissicatena
eubacterium from
Eubacterium hallii
Eubacterium infirmum
Eubacterium minutum
Eubacterium nodatum
Eubacterium rangiferina
Eubacterium rectale
Eubacterium saphenum
Eubacterium siraeum
Eubacterium sulci
Eubacterium tenue
Eubacterium thermomarinus
Eubacterium tortuosum
Eubacterium yurii
Eubostrichus topiarius
Eucapsis minor
Eucidaris tribuloides
Eudoraea chungangensis
Euhalothece natronophila
Eulimnogammarus violaceus
Euryarchaeota archaeon
Eutrema japonicum
Ewamiania thermalis
Exiguobacterium chiriqhucha
Exiguobacterium homiense
Exiguobacterium panipatensis
Exiguobacterium pavilionensis
Exiguobacterium taiwanense
Extatosoma tiaratum
Ezakiella massiliensis
facultative barophile
Faecalibacterium AF52-21
Faecalibacterium cf.
Faecalibacterium CM04-06
Farfantepenaeus aztecus
Fasciola hepatica
Feifantangia zhejiangensis
Felis catus
Fenollaria timonensis
Ferroplasmaceae archaeon
Ferrovum myxofaciens
Ferruginibacter profundus
Fervidobacterium thailandensis
filamentous cyanobacterium
filamentous epibiont
filamentous photosynthetic
filamentous thermophilic
Firmicutes oral
Firmicutes str.
Fischerella ambigua
Fischerella major
Fischerella muscicola
Flaviflexus massiliensis
Flavisolibacter swuensis
Flavobacterium aff.
Flavobacterium anseonense
Flavobacterium daemonense
Flavobacterium kamogawaensis
Flavobacterium lutescens
Flavobacterium panaciterrae
Flavobacterium thermophilum
Flavococcus chejuensis
Flectobacillus speluncae
Flexibacter echinicida
Flexibacter group
Fontibacillus pullulanolyticus
Formica aquilonia
Formica cinerea
Formica exsecta
Formica fusca
Formica pressilabris
Formica truncorum
Formosa crassostrea
Fortiea contorta
Fortiea laiensis
Francisella cf.
Frankliniella occidentalis
Fretibacterium feline
Frigoribacterium aff.
Fuerstia marisgermanicae
Fusobacterium hwasookii
Fusobacterium massiliense
Gabonia massiliensis
Gabonibacter timonensis
Gadus morhua
Gallibacterium group
Gallionella capsiferriformans
Galloisiana yuasai
Gambierdiscus polynesiensis
gamma proteobacterium
Gammarus chevreuxi
Gammarus pulex
gas vacuolate
Gayadomonas joobiniege
Geminobacterium atlanticum
Gemmata-like str.
Gemmata massiliana
Gemmatirosa kalamazoonesis
Geobacillus anatolicus
Geobacillus bogazici
Geobacillus kaue
Geobacillus mahadia
Geobacillus thermoparaffinivorans
Geobacillus tropicalis
Geobacter hephaestius
Geobacter humireducens
Geogemma indica
Geogemma pacifica
Georgenia ferrireducens
Geosporobacter ferrireducens
Geotoga aestuarianus
Gerris buenoi
Gibbsiella acetica
Gigantidas gladius
glacial ice
Glaciecola siphonariae
Gleditsia sinensis
Globodera pallida
Gloeobacter kilaueensis
Gloeothece membranacea
Gloeothece samoensis
Gloeotrichia echinulata
Gloeotrichia longicauda
Glossina austeni
Glossina fuscipes
Gluconacetobacter-like organism
Gluconacetobacter maltiaceti
Gluconacetobacter persimmonis
Glycera dibranchiata
Glycera tridactyla
Glycomyces illinoisensis
Glycomyces mongolensis
Goleter apudmare
Gordonia ajococcus
Gordonia australis
Gordonia spumae
Gossypium hirsutum
Gracilibacillus timonensis
Gram-positive heterotrophic
Gram-positive iron-oxidizing
Gram-positive thermophile
Granulicatella para-adiacens
green non-sulfur
Grimontella senegalensis
Grimontia indica
groundwater biofilm
groundwater planktonic
Gryllus firmus
'Gynumella flava'
Haemaphysalis longicornis
Haemonchus placei
Haemophilus cf.
Haemophilus ducreyi
Haemophilus felis
Haemophilus parasuis
Haemophilus phage
Haemophilus piscium
Haemophilus quentini
Haemophilus somnus
Haemophilus taxon
Haererehalobacter ostenderis
Halanaerobium hydrogeniformans
Haliotis discus
Hallella seregens
Haloalcalophilium atacamensis
Haloanella gallinarum
haloarchaeon 10AH
haloarchaeon 129
haloarchaeon 14AHG
haloarchaeon 2ANA_DGR
haloarchaeon 30AH
haloarchaeon 3A1_DGR
haloarchaeon 82M4
haloarchaeon 86M4
haloarchaeon 89M4
haloarchaeon 93dLM4
haloarchaeon 93lLM4
haloarchaeon 98NT4
haloarchaeon 9AH
haloarchaeon B13-RDX
haloarchaeon BJCX4_extB9.1
haloarchaeon CDRi50
haloarchaeon CDWi63
haloarchaeon Cry7_14
haloarchaeon Cry7_9.1
haloarchaeon Cry7_extC18.1
haloarchaeon CSW2.25.5
haloarchaeon CSW4.05.5
haloarchaeon CSW4.11.5
haloarchaeon CSW4.22.4
haloarchaeon CSW5.28.5
haloarchaeon EB27K
haloarchaeon EH4
haloarchaeon H9_DGR
haloarchaeon HA15
haloarchaeon HA25
haloarchaeon HArcel1
haloarchaeon J
haloarchaeon LDS1D3.3
haloarchaeon MSNC
haloarchaeon Nie
haloarchaeon SC4
haloarchaeon SC7
haloarchaeon str.
haloarchaeon STR7
haloarchaeon UAH-SP14
haloarchaeon W1
haloarchaeon WN68
Haloarcula algeriensis
Haloarcula rubripromontorii
Halobacillus blutaparonensis
Halobacillus herbersteinensis
Halobacillus massiliensis
Halobacillus styriensis
Halobacillus virgiliensis
Halobacteriaceae archaeon
Halobacteriales archaeon
Halobacterium hubeiense
Haloferax antrum
Haloferax berberensis
Haloferax massiliensis
Haloferax opilio
Haloferax rutilus
Haloferax viridis
Haloleptolyngbya alcalis
Halomicronema hongdechloris
Halomonas lionensis
Halomonas nitritophilus
Halomonas phoceae
Halomonas saudii
Halomonas shantousis
Halomonas taeheungii
Halomonas xiaochaidanensis
Halomonas zhaodongensis
Halophibacterium profundimaris
halophilic and
halophilic archaeon
halophilic eubacterium
Halorubrum africanae
Halorubrum californiensis
Halorubrum cibarium
Halorubrum constantinense
Halorubrum hochstenium
Halorubrum jeotgali
Halorubrum tropicale
Haloterrigena turpansis
Halotia branconii
Halotia longispora
Halotia wernerae
Halovibrio mesolongii
Halyomorpha halys
Hankyongella aquatica
Hapalosiphon arboreus
Hapalosiphon baronii
Hapalosiphon delicatulus
Hapalosiphon hibernicus
Hapalosiphon welwitschii
Hassalia littoralis
Hassallia byssoidea
Hassallia cf.
Helcococcus seattlensis
Helicobacter apodemus
Helicobacter cf.
Helicobacter magdeburgensis
Helicobacter rappini
Helicobacter tursiopsae
Heliconius cydno
Heliconius elevatus
Heliconius hecale
Heliconius ismenius
Heliconius melpomene
Heliconius numata
Heliconius timareta
Heliorestis convulata
Herbaspirillum magnetovibrio
Heterorhabditis indica
heterotrophic extracellular
Hevea brasiliensis
Hirudo medicinalis
Histoplasma capsulatum
Hoeflea siderophila
Holospora acuminata
Holospora curviuscula
Homalodisca vitripennis
Hormoscilla pringsheimii
Hormoscilla spongeliae
human intestinal
human oral
humic substances
Humulus lupulus
Hyalella azteca
Hyaloperonospora arabidopsidis
Hydra vulgaris
Hydrocoleum lyngbyaceum
Hydrogenophaga electricum
Hydrogenophilus denitrificans
Hydrogenophilus halorhabdus
Hyella gigas
Hyella patelloides
Hylaeus variegatus
Hymenopellis incognita
hyperthermophilic methanogen
Hyperthermus hephaesti
Hyphomicrobium-like organism
Hyphomonas group
Hyphomonas taiwanensis
Hypsibius dujardini
Ictalurus punctatus
Ifremeria nautilei
Ihubacter massiliensis
Ileibacterium massiliense
Ilumomonas thalassia
Ilyobacter psychrophilus
Imtechium assamiensis
Inediibacterium massiliense
Iningainema pulvinus
Inordinaticella fortuita
Insertion vector
Intestinibacillus massiliensis
Intestinimonas massiliensis
Intestinimonas timonensis
Iphinoe spelaeobios
iron-reducing enrichment
Isoptericola rhizophila
Isosphaera-like str.
Ixodes scapularis
Jaaginema geminatum
Jaaginema homogeneum
Jaaginema neglectum
Janibacter marinus
Janibacter sanguinis
Janthinobacterium MYB06
Jeotgalicoccus saudimassiliensis
Jiangella ginsengisoli
Jindonia aestuariivivens
Jonesia luteolus
Juncus effusus
Kaistella flava
Kaistibacter ginsenosidimutans
Kallipyga gabonensis
Kamptonema animale
Kamptonema animlae
Kamptonema formosum
Kamptonema okenii
Kangiella chungangensis
Kartchner Caverns
Khelaifiella massiliensis
Kiloniella litopenaei
Kineococcus-like str.
Kineococcus tegulae
Kitasatospora kepongensis
Kitasatospora melanogena
Kitasatospora papulosa
Kitasatospora pitsanulaokmensis
Kitasatospora recifensis
Klebsiella cf.
Klebsiella milletis
Kluyvera intestini
Kocuria assamensis
Kocuria ocularis
Kopriimonas byunsanensis
Kosakonia pseudosacchari
Koukoulia aurantiaca
Kouleothrix aurantiaca
Kyrtuthrix huatulcensis
Labrys ginsengisoli
Lachnoclostridium pacaense
Lachnoclostridium phocaeense
Lachnoclostridium phytofermentans
Lachnoclostridium urinimassiliense
Lachnospiraceae oral
lactic acid
Lactobacillus alvei
Lactobacillus faeni
Lactobacillus guizhouensis
Lactobacillus halophilus
Lactobacillus iatae
Lactobacillus insectis
Lactobacillus intermedius
Lactobacillus japonicus
Lactobacillus larvae
Lactobacillus letivazi
Lactobacillus mobilis
Lactobacillus phage
Lactobacillus prophage
Lactobacillus vermiforme
Lacunisphaera anatis
Lacunisphaera limnophila
Lacunisphaera parvula
Lagierella massiliensis
Lampropedia puyangensis
Larimichthys crocea
Lascolabacillus massiliensis
Latrodectus geometricus
Leahibacter roseus
Legionella clemsonensis
Legionella donaldsonii
Legionella-like amoebal
Lentibacillus massiliensis
Lentimonas marisflavi
Lentzea flavoverrucoides
Lepidonotothen nudifrons
Lepisosteus oculatus
Leptolyngbya aff.
Leptolyngbya africana
Leptolyngbya 'Albertano-Kovacik
Leptolyngbya angustata
Leptolyngbya antarctica
Leptolyngbyaceae cyanobacterium
Leptolyngbya cf.
Leptolyngbya ectocarpi
Leptolyngbya foveolarum
Leptolyngbya fragilis
Leptolyngbya frigida
Leptolyngbya laminosa
Leptolyngbya margaretheana
Leptolyngbya nostocorum
Leptolyngbya scottii
Leptolyngbya subtilissima
Leptolyngbya tenerrima
Leptolyngbya tentaculiformis
Leptolyngbya tenuis
Leptolyngbya valderiana
Leptospirillum rubarum
Leptothrix ginsengisoli
Leuconostoc garlicum
Levyella massiliensis
Limnolyngbya circumcreta
Limnothrix cf.
Limnothrix planktonica
Limnothrix rosea
Linmingia china
Listeria phage
Litopenaeus vannamei
Litorilituus sediminis
lobster gut
Locusta migratoria
Loriellopsis cavernicola
Loripes lacteus
low G+C
LPP-group cyanobacterium
LPP-group MBIC10012
LPP-group MBIC10086
LPP-group MBIC10087
LPP-group MBIC10597
Lucilia cuprina
Lucina pectinata
Luethyella okanaganae
Lusitaniella coriacea
Luteibacter jiangsuensis
Lygus lineolaris
Lyngbya aestuarii
Lyngbya arboricola
Lyngbya cf.
Lyngbya majuscula
Lyngbya martensiana
Lyngbya polychroa
Lyngbya semiplena
Lysinibacillus fluoroglycofenilyticus
Lysinibacillus saudimassiliensis
Lysinibacillus xyleni
Lysobacter chengduensis
Lysobacter deserti
Lysobacter pocheonensis
Lysobacter ruipuensis
Lysobacter taiwanensis
Lytechinus variegatus
Macrochaete lichenoides
Macrochaete psychrophila
Macrochaete santannae
Macrotyloma uniflorum
magnetic coccus
Magnetofaba australis
Magnetospirillum aberrantis
Magnetospirillum magneticum
Mailhella massiliensis
Malaclemys terrapin
Mannheimia massilioguelmaensis
Mannheimia succiniciproducens
Maorithyas hadalis
Marasmitruncus massiliensis
Margalefia venezuelensis
Maribacter goseongensis
Maricaulis indicus
Marichromatium chilcum
marine actinobacterium
marine Alcaligenaceae
marine alpha
marine arctic
marine bacillus
marine CFB-group
marine firmicute
marine gamma
marine gliding
marine magnetic
marine proteobacterium
marine psychrophile
marine psychrotrophic
marine sediment
marine snow
Marinobacter arcticus
Marinobacter bacchus
Marinobacter haloterrigenus
Marinobacter kribbensis
Marinobacter manganoxydans
Marinobacter piscensis
Marinobacter salinaria
Marinobacter subterrani
Marinobacter taiwanensis
Marinococcus jeotgali
Marinococcus salidurans
Marinomonas protea
Mariprofundus micogutta
Marmoricola pocheonesis
Marmoricola soli
Marseilla massiliensis
Marseillibacter massiliensis
Massilia cf.
Massilibacillus massiliensis
Massilibacterium senegalense
Massilimaliae massiliensis
Massilioclostridium coli
Massiliomicrobiota timonensis
Massiliprevotella massiliensis
Mastigocladopsis repens
Mastotermes darwiniensis
Medauroidea extradentata
Mediterranea massiliensis
Megalopta genalis
Megasphaera cf.
Megasphaera hominis
Melanocetus johnsoni
Mengenilla moldrzyki
Merdibacter massiliensis
Merismopedia glauca
Merismopedia tenuissima
Mesorhizobium delmotii
Mesorhizobium prunaredense
Metabacterium polyspora
metal-contaminated soil
Metallosphaera yellowstonensis
Metaprevotella massiliensis
Methanobacteriaceae archaeon
methanogenic archaeon
Methanohalophilus euhalobius
Methanomassiliicoccales archaeon
Methanomethylovorans victoriae
Methanomicrobia archaeon
Methanomicrobiaceae archaeon
Methanomicrobiales archaeon
Methanoregulaceae archaeon
Methanosarcinaceae archaeon
Methanosarcinales archaeon
Methanosarcinales archeaon
methanotrophic gill
Methocha articulata
Methylobacter bovis
Methylobacter capsulatus
Methylobacterium indicum
Methylobacterium MAP-2
Methylobacter ucrainicus
Methylobacter vinelandii
Methyloceanibacter marginalis
Methyloceanibacter methanicus
Methyloceanibacter stevinii
Methyloceanibacter superfactus
Methylomonas clara
Methylomonas denitrificans
Methylophilus freyburgensis
Methylosinus acidophilus
Methylosinus pucelana
Methylothermaceae bacteria
methylotrophic proteobacterium
Methylovorus glucosetrophus
Microbacteriaceae str.
Microbacterium 304
Microbacterium gorillae
Microbacterium shrimpcida
Microbacterium takaoensis
Microbacterium xinjiangensis
Microbispora griseoalba
Microbotryum lychnidis-dioicae
Microbotryum violaceum
Microbulbifer cystodytense
Microbulbifer mediterraneus
Microchaetaceae cyanobacterium
Microchaete aeruginea
Microchaete diplosiphon
Microchaete tenera
Micrococcineae str.
Micrococcus alkanovora
Micrococcus chenggongense
Micrococcus indicus
Micrococcus thailandicus
Micrococcus xinjiangensis
Microcoleus antarcticus
Microcoleus glaciei
Microcoleus paludosus
Microcoleus rushforthii
Microcoleus steenstrupii
Microcystis bengalensis
Microcystis botrys
Microcystis elabens
Microcystis flos-aquae
Microcystis holsatica
Microcystis ichthyoblabe
Microcystis novacekii
Microcystis panniformis
Microcystis protocystis
Microcystis pseudofilamentosa
Microcystis ramosa
Microcystis robusta
Microcystis smithii
Microcystis stagnalis
Microcystis viridis
Microcystis wesenbergii
Microlunatus ginsengiterrae
Micromonospora aquatica
Micromonospora arenae
Micromonospora arenincolae
Micromonospora brunnescens
Micromonospora cinerea
Micromonospora endophytica
Micromonospora floridensis
Micromonospora fulvopurpurea
Micromonospora fulvoviolacea
Micromonospora globosa
Micromonospora grateloupicola
Micromonospora hermanusense
Micromonospora jinlongensis
Micromonospora lacunae
Micromonospora lacustris
Micromonospora lycii
Micromonospora maoerensis
Micromonospora megalomicea
Micromonospora melanospora
Micromonospora narashino
Micromonospora parva
Micromonospora stanfordense
Micromonospora terrae
Micromonospora yulongensis
Micromonospora zeae
Microseira wollei
Millionella massiliensis
Mischocyttarus flavitarsis
mixed culture
mixotrophic iron-oxidizing
Mobilibacterium massiliense
Mobilibacterium timonense
Monomorium pharaonis
Moorea bouillonii
Moorea producens
Moraxella macacae
Mordavella massiliensis
Mucilaginibacter ginsenosidivorax
Mucor ambiguus
Murdochiella massiliensis
Murgantia histrionica
mussel methanotrophic
mussel thioautotrophic
Mycobacterium acapulcensis
Mycobacterium aemonae
Mycobacterium anthracenicum
Mycobacterium arceuilense
Mycobacterium brasiliensis
Mycobacterium buckleii
Mycobacterium canettii
Mycobacterium cf.
Mycobacterium coloregonium
Mycobacterium fuerthensis
Mycobacterium icosiumassiliensis
Mycobacterium indicus
Mycobacterium isoniacini
Mycobacterium jacuzzii
Mycobacterium kuopiense
Mycobacterium lacticola
Mycobacterium liflandii
Mycobacterium manitobense
Mycobacterium neglectum
Mycobacterium orygis
Mycobacterium petroleophilum
Mycobacterium sacrum
Mycobacterium savoniae
Mycobacterium simulans
Mycobacterium sydneyiensis
Mycoplana peli
Mycoplasma aquilae
Mycoplasma monodon
Mycoplasma nasistruthionis
Mycoplasma parvum
Mycoplasma pneumonia
Mycoplasma preputii
Mycoplasma timone
Mycoplasma zalophidermidis
Myroides gitamensis
myxobacterium AT1-01
